,BlobID,Compound.Name,Library.Name,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Formula_Underivitized_forMod,Cstar_Cat,Library.Molecular.Weight_NISTmain,Model_Quant,Model_Properties,Notes,under_1500,slope.i.q.p,Quant_Factor_RFpred,Quant_Factor_final,slope.avg
473,1243,20200803_0949_blob_1243_,caice_ssa_final_0805_0949,C7 acid,452,516,1750.632911,NA,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(methylboronate)",577,600,NA,C11H22B2O6Si,NA,NA,300,TRUE,TRUE,NA,FALSE,1.45419348,0.001079798,0.001079798,NA
474,863,20200803_0949_blob_863_,caice_ssa_final_0805_0949,C7 acid,371,487,1894.366197,NA,"6,7-Dimethylthieno[2,3-b]quinolin-3-ylamine",575,652,NA,C13H12N2S,NA,NA,228,TRUE,TRUE,NA,FALSE,1.064477199,0.00042779,0.00042779,NA
475,1161,20200803_0949_blob_1161_,caice_ssa_final_0805_0949,C7 acid,363,476,2346.218487,NA,"1-Naphthalenepentanoic acid, 1,4,4a,5,6,7,8,8a-octahydro-ﬂ,2,5,5,8a-pentamethyl-, methyl ester, [1S-[1a(R*),4aﬂ,8aa]]-",575,608,NA,C21H36O2,NA,NA,320,TRUE,TRUE,NA,FALSE,1.065164754,0.000819467,0.000819467,NA
476,829,20200803_0949_blob_829_,caice_ssa_final_0805_0949,C7 acid,326,475,1857.746479,NA,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",574,669,NA,C16H50O7Si8,NA,NA,578,TRUE,TRUE,NA,FALSE,1.24985701,0.000366554,0.000366554,NA
477,1355,20200803_0949_blob_1355_,caice_ssa_final_0805_0949,C7 acid,333,457,1679.746835,NA,"Ethanol, 2-(methylamino)-, N-trifluoroacetyl, O-(tert-butyldimethylsilyl)",573,629,NA,C11H22F3NO2Si,NA,NA,285,TRUE,TRUE,NA,FALSE,1.13678854,0.00312117,0.00312117,NA
478,1956,20200803_0949_blob_1956_,caice_ssa_final_0805_0949,C7 acid,276,394,2187.692308,NA,2-Bromo-3-methylnaphthoquinone,573,653,NA,C11H7BrO2,NA,NA,250,TRUE,TRUE,NA,FALSE,5.401189373,0.000128623,0.000128623,NA
479,1220,20200803_0949_blob_1220_,caice_ssa_final_0805_0949,C7 acid,308,380,2619.417476,NA,"1-Oxaspiro[2.5]octane, 5,5-dimethyl-4-(3-methyl-1,3-butadienyl)-",572,654,NA,C14H22O,NA,NA,206,TRUE,TRUE,NA,FALSE,1.732976705,0.000746466,0.000746466,NA
480,1025,20200803_0949_blob_1025_,caice_ssa_final_0805_0949,C7 acid,502,593,1669.620253,NA,"10-Undecen-1-ol, TMS derivative",571,677,NA,C14H30OSi,NA,NA,242,TRUE,TRUE,NA,FALSE,3.145875908,0.001267161,0.001267161,NA
481,2201,20200803_0949_blob_2201_,caice_ssa_final_0805_0949,C7 acid,419,483,1389.083926,NA,"2,3-Butanediol, O-(trimethylsilyl)-, monoacetate",569,740,NA,C9H20O3Si,NA,NA,204,TRUE,TRUE,NA,TRUE,1.348394542,0.074449727,0.074449727,NA
482,1360,20200803_0949_blob_1360_,caice_ssa_final_0805_0949,C7 acid,399,488,1746.835443,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",567,583,NA,C28H50O4Si2,NA,NA,506,TRUE,TRUE,NA,FALSE,1.754699363,0.00093482,0.00093482,NA
483,1677,20200803_0949_blob_1677_,caice_ssa_final_0805_0949,C7 acid,234,328,2218.487395,NA,"4,6-Bis(t-butyl)-2-(dimethylbenzyl)phenol",555,576,NA,C23H32O,NA,NA,324,TRUE,TRUE,NA,FALSE,6.461547563,0.000112391,0.000112391,NA
484,1375,20200803_0949_blob_1375_,caice_ssa_final_0805_0949,C7 acid,336,453,1569.318182,NA,"t-Butyl-[2-(2,2-dimethyl-6-methylene-cyclohexylmethyl)-cyclopropoxy]-dimethyl-silane",552,604,NA,C19H36OSi,NA,NA,308,TRUE,TRUE,NA,FALSE,0.604161761,0.02091064,0.02091064,NA
485,1650,20200803_0949_blob_1650_,caice_ssa_final_0805_0949,C7 acid,373,463,1784.810127,NA,"Androst-5-ene-17-carbonitrile, 4-acetoxy-17-hydroxy-",550,557,NA,C22H31NO3,NA,NA,357,TRUE,TRUE,NA,FALSE,2.721021269,0.000389528,0.000389528,NA
486,770,20200803_1535_blob_770_,caice_ssa_final_0803_1535,C9 acid,0,472,2393.333333,1375,"1H-Pyrano[3,4-c]pyridine-5-carbonitrile, 3,4,6,7-tetrahydro-3,3-dimethyl-8-(1-piperazinyl)-6-thioxo-",606,632,NA,C15H20N4OS,NA,NA,304,TRUE,TRUE,NA,FALSE,1.890751196,0.000494059,0.000494059,NA
487,884,20200803_1535_blob_884_,caice_ssa_final_0803_1535,C9 Diacid (azelaic acid),339,432,1823.611111,1822,"9,10-Ethanoanthracene, 9,10-dihydro-11,12-diacetyl-",746,756,NA,C20H18O2,NA,NA,290,TRUE,TRUE,NA,FALSE,1.525418346,0.000444728,0.000444728,NA
488,751,20200803_1535_blob_751_,caice_ssa_final_0803_1535,C9 Diacid (azelaic acid),157,408,1833.333333,1822,"Benzothiazole, 2-butyl-",738,789,NA,C11H13NS,NA,NA,191,TRUE,TRUE,NA,FALSE,1.596075677,0.000380079,0.000380079,NA
489,1301,20200803_1535_blob_1301_,caice_ssa_final_0803_1535,C9 Diacid (azelaic acid),403,470,1818.055556,1822,"Benz[e]azulene-3,8-dione, 5-[(acetyloxy)methyl]-3a,4,6a,7,9,10,10a,10b-octahydro-10a-hydroxy-3a-methoxy-2,10-dimethyl-, [3aR-(3aa,6aa,10ﬂ,10aﬂ,10bﬂ)]-",565,572,NA,C20H26O6,NA,NA,362,TRUE,TRUE,NA,FALSE,2.997351062,0.000241264,0.000241264,NA
490,727,20200803_1535_blob_727_,caice_ssa_final_0803_1535,Caffeic acid,241,255,2170.992366,2168,2-Bromodiphenylamine,698,763,NA,C12H10BrN,NA,NA,247,TRUE,TRUE,NA,FALSE,1.372165555,0.000494263,0.000494263,NA
491,798,20200803_1535_blob_798_,caice_ssa_final_0803_1535,Caffeic acid,169,294,2175.572519,2168,"Ethanone, 1-(1,2,3,5,6,7-hexahydro-1,1,5,5-tetramethyl-s-indacen-4-yl)-",686,722,NA,C18H24O,NA,NA,256,TRUE,TRUE,NA,FALSE,1.095478184,0.000623197,0.000623197,NA
492,794,20200803_0949_blob_794_,caice_ssa_final_0805_0949,Caffeic acid,250,286,2167.692308,2168,"Methyl 1,2-diphenyl-3-hydroxy-cyclopropene-3-carboxylate",600,803,NA,C17H14O3,NA,NA,266,TRUE,TRUE,NA,FALSE,1.367665637,0.000493538,0.000493538,NA
493,1007,20200803_1535_blob_1007_,caice_ssa_final_0803_1535,chrysene,0,523,2070.229008,2527,"Benzophenone, 2'-hydroxy-5'-methoxy-",664,784,NA,C14H12O3,NA,NA,228,TRUE,TRUE,NA,FALSE,1.221221114,0.000480346,0.000480346,NA
494,1322,20200803_0949_blob_1322_,caice_ssa_final_0805_0949,chrysene,379,569,2529.090909,2527,Dicyclooctanopyridazine,596,635,NA,C16H24N2,NA,NA,244,TRUE,TRUE,NA,FALSE,1.030378657,0.001102344,0.001102344,NA
495,917,20200803_1535_blob_917_,caice_ssa_final_0803_1535,chrysene-d,0,622,2228.333333,2520,"Dibenzo[b,d]thiophene, 1,3,6,7-tetramethyl-",707,796,NA,C16H16S,NA,NA,240,TRUE,TRUE,NA,FALSE,1.858582273,0.000396317,0.000396317,NA
496,1763,20200803_0949_blob_1763_,caice_ssa_final_0805_0949,chrysene-d,0,542,2107.692308,2520,"4,6,2',6'-Tetramethyl-biphenyl-2,4'-diamine",559,596,NA,C16H20N2,NA,NA,240,TRUE,TRUE,NA,FALSE,5.980340603,0.000103527,0.000103527,NA
497,729,20200803_1535_blob_729_oil,caice_ssa_final_0803_1535,"cis-Vaccenic Acid, TMS",540,572,2260,2258,Z-5-Methyl-6-heneicosen-11-one,725,776,NA,C22H42O,NA,NA,322,TRUE,TRUE,NA,FALSE,5.394821249,0.000142906,0.000142906,NA
498,718,20200803_1535_blob_718_,caice_ssa_final_0803_1535,"cis-Vaccenic Acid, TMS",346,429,2265,2258,"6,7-Dimethylthieno[2,3-b]quinolin-3-ylamine",662,700,NA,C13H12N2S,NA,NA,228,TRUE,TRUE,NA,FALSE,1.21928292,0.00063687,0.00063687,NA
499,701,20200803_0949_blob_701_,caice_ssa_final_0805_0949,"Citronellol, TMS",426,430,1318.73589,1317,"3-Methyl-2-furoic acid, TMS derivative",702,728,NA,C9H14O3Si,NA,NA,198,TRUE,TRUE,NA,TRUE,1.845563574,0.122150815,0.122150815,NA
500,1093,20200803_1535_blob_1093_,caice_ssa_final_0803_1535,"Citronellol, TMS",0,561,1975,1317,a-N-Normethadol,693,695,NA,C20H27NO,NA,NA,297,TRUE,TRUE,NA,FALSE,1.677145919,0.000304946,0.000304946,NA
501,1157,20200803_1535_blob_1157_,caice_ssa_final_0803_1535,d-anthraquinone,186,323,2004.580153,2011,"Cycloisolongifolene, 8-chloro-8,9-dehydro-",614,693,NA,C15H21Cl,NA,NA,236,TRUE,TRUE,NA,FALSE,2.288918682,0.000233165,0.000233165,NA
502,734,20200803_1535_blob_734_,caice_ssa_final_0803_1535,"d-C10 acid, TMS",0,509,1755.696203,1467,"Acetophenone oxime, 3,5-di(tert-butyl)-4-hydroxy-",767,813,NA,C16H25NO2,NA,NA,263,TRUE,TRUE,NA,FALSE,2.451721226,0.000604235,0.000604235,NA
503,848,20200803_1535_blob_848_,caice_ssa_final_0803_1535,"d-C10 acid, TMS",263,335,1464.40678,1467,"4-benzoxazolol, 7-ethyl-2-methyl-",698,801,NA,C10H11NO2,NA,NA,177,TRUE,TRUE,NA,TRUE,1.541913158,0.027379703,0.027379703,NA
504,1166,20200803_0949_blob_1166_oil,caice_ssa_final_0805_0949,dC14,279,302,2792.23301,1400,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",689,712,NA,C30H52O2,NA,NA,444,TRUE,TRUE,NA,FALSE,1.544426868,0.001074265,0.001074265,NA
505,1375,20200803_1535_blob_1375_,caice_ssa_final_0803_1535,dC14,0,648,1772.151899,1400,2-Myristynoyl pantetheine,614,626,NA,C25H44N2O5S,NA,NA,484,TRUE,TRUE,NA,FALSE,1.195901127,0.001025169,0.001025169,NA
506,664,20200803_1535_blob_664_,caice_ssa_final_0803_1535,"d-C15 alcohol, TMS",826,834,1869.444444,1869,"6H-Benzo[b]naphtho[2,3-h]carbazole",609,707,NA,C24H15N,NA,NA,317,TRUE,TRUE,match with ES messed up by streaking from dC15 alcohol,FALSE,1.56498852,0.000280718,0.000280718,NA
507,1115,20200803_0949_blob_1115_,caice_ssa_final_0805_0949,"d-C15 alcohol, TMS",0,479,2292.436975,1869,"Phthalazine-1,4(2H,3H)-dione, 2-(2-bromophenyl)-",598,713,NA,C14H9BrN2O2,NA,NA,316,TRUE,TRUE,NA,FALSE,3.947185065,0.000204657,0.000204657,NA
508,716,20200803_1535_blob_716_,caice_ssa_final_0803_1535,dC18,734,791,1800,1800,"2-(2-Azepan-1-yl-2-oxoethyl)-1-hydroxy-1-phenyl-octahydro-pyrido[1,2-a]azepin-4-one",609,614,NA,C24H34N2O3,NA,NA,398,TRUE,TRUE,NA,FALSE,1.398969124,0.000636207,0.000636207,NA
509,810,20200803_1535_blob_810_,caice_ssa_final_0803_1535,dC18,285,303,1805.555556,1800,tert-Hexadecanethiol,713,742,NA,C16H34S,NA,NA,258,TRUE,TRUE,NA,FALSE,2.276502027,0.000366768,0.000366768,NA
510,930,20200803_1535_blob_930_,caice_ssa_final_0803_1535,dC18,367,550,1801.388889,1800,"Phthalic acid, 5-methylhex-2-yl ethyl ester",697,869,NA,C17H24O4,NA,NA,292,TRUE,TRUE,NA,FALSE,1.834282541,0.000477533,0.000477533,NA
511,862,20200803_1535_blob_862_,caice_ssa_final_0803_1535,dC18,210,255,1805.555556,1800,"17-Methoxy-4-methyl-d-homo-18-norandrosta-4,8,13,15,17-pentaen-3-one",648,695,NA,C21H24O2,NA,NA,308,TRUE,TRUE,NA,FALSE,2.217778851,0.00037648,0.00037648,NA
512,765,20200803_1535_blob_765_,caice_ssa_final_0803_1535,dC18,593,712,1800,1800,"2-(2-Azepan-1-yl-2-oxoethyl)-1-hydroxy-1-phenyl-octahydro-pyrido[1,2-a]azepin-4-one",631,636,NA,C24H34N2O3,NA,NA,398,TRUE,TRUE,NA,FALSE,2.187727159,0.00040683,0.00040683,NA
513,724,20200803_1535_blob_724_oil,caice_ssa_final_0803_1535,dC22,126,257,2208.333333,2200,"Eicosane, 7-hexyl-",848,854,NA,C26H54,NA,NA,366,TRUE,TRUE,"alkane, but kovats doesn<U+0092>t match",FALSE,1.202044355,0.000595383,0.000595383,NA
514,1094,20200803_1535_blob_1094_,caice_ssa_final_0803_1535,dC22,183,348,2193.89313,2200,"Benzophenone, 5-isopropyl-2-methyl-",649,670,NA,C17H18O,NA,NA,238,TRUE,TRUE,NA,FALSE,1.401600086,0.000500106,0.000500106,NA
515,804,20200803_1535_blob_804_,caice_ssa_final_0803_1535,dC22,647,790,2200,2200,"2,7-Diphenyl-1,6-dioxopyridazino[4,5:2',3']pyrrolo[4',5'-d]pyridazine",599,611,NA,C20H13N5O2,NA,NA,355,TRUE,TRUE,NA,FALSE,0.764035598,0.000925533,0.000925533,NA
516,1260,20200803_1535_blob_1260_,caice_ssa_final_0803_1535,"d-C22 acid, TMS",225,384,2656.31068,2649,"Benzo[c]phenanthrene, 5-methyl-",657,713,NA,C19H14,NA,NA,242,TRUE,TRUE,NA,FALSE,1.731792695,0.000787733,0.000787733,NA
517,860,20200803_1535_blob_860_,caice_ssa_final_0803_1535,d-cholestane,0,591,2143.51145,2912,"10,18-Bisnorabieta-5,7,9(10),11,13-pentaene",745,893,2082,C18H22,NA,NA,238,TRUE,TRUE,NA,FALSE,1.737646149,0.000375161,0.000375161,NA
518,1122,20200803_1535_blob_1122_,caice_ssa_final_0803_1535,d-cholestane,0,620,2094.656489,2912,"Dasycarpidan-1-methanol, acetate (ester)",733,757,NA,C20H26N2O2,NA,NA,326,TRUE,TRUE,NA,FALSE,2.411998384,0.000251912,0.000251912,NA
519,1042,20200803_1535_blob_1042_,caice_ssa_final_0803_1535,d-cholestane,0,552,2094.656489,2912,"Benzene, 1,1'-ethylidenebis[4-ethyl-",713,736,NA,C18H22,NA,NA,238,TRUE,TRUE,NA,FALSE,1.643468022,0.000369713,0.000369713,NA
520,1091,20200803_1535_blob_1091_,caice_ssa_final_0803_1535,d-cholestane,0,642,2180.152672,2912,"7-Chloro-2,2,3,4,4-pentamethyl-9-(1-phenylethylidene)bicyclo[3.3.1]non-6-en-3-ol",713,726,NA,C22H29ClO,NA,NA,344,TRUE,TRUE,NA,FALSE,1.109763497,0.000619246,0.000619246,NA
521,1111,20200803_1535_blob_1111_,caice_ssa_final_0803_1535,d-cholestane,0,600,2093.129771,2912,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",704,751,NA,C20H24N2O,NA,NA,308,TRUE,TRUE,NA,FALSE,1.90147735,0.000318845,0.000318845,NA
522,1097,20200803_1535_blob_1097_,caice_ssa_final_0803_1535,d-cholestane,0,589,2099.236641,2912,a-N-Normethadol,701,704,NA,C20H27NO,NA,NA,297,TRUE,TRUE,NA,FALSE,1.529403948,0.000399915,0.000399915,NA
523,1029,20200803_1535_blob_1029_,caice_ssa_final_0803_1535,d-cholestane,0,580,2138.931298,2912,a-N-Normethadol,696,698,NA,C20H27NO,NA,NA,297,TRUE,TRUE,NA,FALSE,1.456115755,0.000444752,0.000444752,NA
524,1053,20200803_1535_blob_1053_,caice_ssa_final_0803_1535,d-cholestane,0,587,2109.923664,2912,"Benzene, 1,1'-ethylidenebis[4-ethyl-",695,722,NA,C18H22,NA,NA,238,TRUE,TRUE,NA,FALSE,1.644436257,0.000377708,0.000377708,NA
525,1092,20200803_1535_blob_1092_,caice_ssa_final_0803_1535,d-cholestane,0,606,1977.777778,2912,"4-Acetyloxyimino-6,6-dimethyl-3-methylsulfanyl-4,5,6,7-tetrahydro-benzo[c]thiophene-1-carboxylic acid methyl ester",692,709,NA,C15H19NO4S2,NA,NA,341,TRUE,TRUE,NA,FALSE,1.118443827,0.000459111,0.000459111,NA
526,1123,20200803_1535_blob_1123_,caice_ssa_final_0803_1535,d-cholestane,0,619,2271.666667,2912,"Benzene, 1,1'-ethylidenebis[4-ethyl-",691,736,NA,C18H22,NA,NA,238,TRUE,TRUE,NA,FALSE,2.607838143,0.000300638,0.000300638,NA
527,1089,20200803_1535_blob_1089_,caice_ssa_final_0803_1535,d-cholestane,0,571,2087.022901,2912,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",688,752,NA,C20H24N2O,NA,NA,308,TRUE,TRUE,NA,FALSE,1.726574477,0.00034807,0.00034807,NA
528,1075,20200803_1535_blob_1075_,caice_ssa_final_0803_1535,d-cholestane,0,579,2120.610687,2912,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",686,725,NA,C20H24N2O,NA,NA,308,TRUE,TRUE,NA,FALSE,1.509960936,0.000417726,0.000417726,NA
529,1377,20200803_1535_blob_1377_,caice_ssa_final_0803_1535,d-cholestane,0,599,2145.038168,2912,"5,7,9(11)-Androstatriene, 3-hydroxy-17-oxo-",685,726,NA,C19H24O2,NA,NA,284,TRUE,TRUE,NA,FALSE,1.02725161,0.000635999,0.000635999,NA
530,908,20200803_1535_blob_908_,caice_ssa_final_0803_1535,d-cholestane,0,561,2135.877863,2912,"Tricyclo[8.4.1.1(3,8)]hexadeca-3,5,7,10,12,14-hexaen-2-one, anti-",683,748,NA,C16H14O,NA,NA,222,TRUE,TRUE,NA,FALSE,1.510683289,0.000426807,0.000426807,NA
531,1188,20200803_1535_blob_1188_,caice_ssa_final_0803_1535,d-cholestane,0,604,2263.333333,2912,Fluprednisolone,658,660,NA,C21H27FO5,NA,NA,378,TRUE,TRUE,NA,FALSE,1.102509283,0.000702637,0.000702637,NA
532,1150,20200803_1535_blob_1150_,caice_ssa_final_0803_1535,d-cholestane,0,586,2122.137405,2912,"6,6-Dimethylbicyclo[3.1.1]hept-2-eno[2,3-a]naphthalen-4'-amine, N,N-dimethyl-",648,663,NA,C19H23N,NA,NA,265,TRUE,TRUE,NA,FALSE,1.508641994,0.000419011,0.000419011,NA
533,1039,20200803_1535_blob_1039_,caice_ssa_final_0803_1535,d-cholestane,0,504,2298.333333,2912,"2(1H)-Quinolinone, 4-phenyl-",636,697,NA,C15H11NO,NA,NA,221,TRUE,TRUE,NA,FALSE,1.041444547,0.000782286,0.000782286,NA
534,983,20200803_1535_blob_983_,caice_ssa_final_0803_1535,d-cholestane,0,551,2186.259542,2912,"1H-Pyrrole-3-propanoic acid, 5-carboxy-2-ethoxycarbonyl-4-ethoxycarbonylmethyl-, ethyl ester",631,634,NA,C17H23NO8,NA,NA,369,TRUE,TRUE,NA,FALSE,1.365029869,0.000507891,0.000507891,NA
535,1047,20200803_1535_blob_1047_,caice_ssa_final_0803_1535,d-cholestane,0,563,2376.666667,2912,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",627,660,NA,C20H24N2O,NA,NA,308,TRUE,TRUE,NA,FALSE,2.537563624,0.000359396,0.000359396,NA
536,998,20200803_1535_blob_998_,caice_ssa_final_0803_1535,d-cholestane,0,594,2109.923664,2912,"2,3-Dimethyl-1,4,4a,9a-tetrahydroanthracene-9,10-dione",625,651,NA,C16H16O2,NA,NA,240,TRUE,TRUE,NA,FALSE,1.450637515,0.000428168,0.000428168,NA
537,871,20200803_1535_blob_871_,caice_ssa_final_0803_1535,d-cholestane,0,574,2143.51145,2912,"1H-Indazole-5-carboxylic acid, 4,5,6,7-tetrahydro-3,6-dihydroxy-6-methyl-4-phenyl-, methyl ester",618,688,NA,C16H18N2O4,NA,NA,302,TRUE,TRUE,NA,FALSE,2.090485269,0.00031184,0.00031184,NA
538,1434,20200803_1535_blob_1434_,caice_ssa_final_0803_1535,d-cholestane,609,683,2915.463918,2912,"Propanoic acid, 2-(3-acetoxy-4,4,14-trimethylandrost-8-en-17-yl)-",580,586,NA,C27H42O4,NA,NA,430,TRUE,TRUE,NA,FALSE,1.037326652,0.001909984,0.001909984,NA
539,780,20200803_0949_blob_780_,caice_ssa_final_0805_0949,d-cholesterol,0,636,1894.366197,3200,Ethyl iso-allocholate,657,669,NA,C26H44O5,NA,NA,436,TRUE,TRUE,NA,FALSE,1.161228138,0.000392148,0.000392148,NA
540,710,20200803_1535_blob_710_,caice_ssa_final_0803_1535,Dehydroabietic acid,354,373,2428.828829,2430,17-Pentatriacontene,682,683,NA,C35H70,NA,NA,490,TRUE,TRUE,NA,FALSE,1.25060704,0.000786123,0.000786123,NA
541,809,20200803_1535_blob_809_,caice_ssa_final_0803_1535,"Deoxycholic Acid, 2TMS derivative",0,660,2311.666667,3348,"Androst-2-en-17-one, 3-hydroxy-, (5ﬂ)-",685,716,NA,C19H28O2,NA,NA,288,TRUE,TRUE,NA,FALSE,1.5002191,0.000553587,0.000553587,NA
542,1025,20200803_1535_blob_1025_,caice_ssa_final_0803_1535,"Deoxycholic Acid, 2TMS derivative",0,610,2093.129771,3348,"5,7,9(11)-Androstatriene, 3-hydroxy-17-oxo-",679,741,NA,C19H24O2,NA,NA,284,TRUE,TRUE,NA,FALSE,1.38468717,0.000437844,0.000437844,NA
543,1765,20200803_0949_blob_1765_,caice_ssa_final_0805_0949,"dimethyl Glutaric Acid, TMS",327,443,1459.090909,1456,"Iodoacetic Acid, TMS derivative",676,734,NA,C5H11IO2Si,NA,NA,258,TRUE,TRUE,NA,TRUE,1.640604065,0.027354852,0.027354852,NA
544,83,20200803_1535_blob_83_,caice_ssa_final_0803_1535,DL-B-hydroxymyristic acid,405,437,2056.48855,2058,i-Propyl 14-methyl-pentadecanoate,885,899,NA,C19H38O2,NA,NA,298,TRUE,TRUE,RI does not match pubchem,FALSE,5.174074157,0.000111154,0.000111154,NA
545,773,20200803_1535_blob_773_,caice_ssa_final_0803_1535,DL-B-hydroxymyristic acid,267,466,2067.175573,2058,"1-Naphthalenepentanol, decahydro-5-(hydroxymethyl)-5,8a-dimethyl-t,2-bis(methylene)-, (1a,4aﬂ,5a,8aa)-",745,769,NA,C20H34O2,NA,NA,306,TRUE,TRUE,NA,FALSE,1.29153155,0.000452204,0.000452204,NA
546,1294,20200803_0949_blob_1294_,caice_ssa_final_0805_0949,DL-B-hydroxymyristic acid,359,409,2060,2058,"5,6-Epoxyretinoic acid, (All E)-, TMS derivative",617,627,NA,C23H36O3Si,NA,NA,388,TRUE,TRUE,NA,FALSE,1.455114572,0.000397242,0.000397242,NA
547,749,20200803_1535_blob_749_,caice_ssa_final_0803_1535,dodecyl benzene,338,373,1915.277778,1920,"Benzoic acid, dec-2-yl ester",723,836,1914,C17H26O2,NA,NA,262,TRUE,TRUE,NA,FALSE,1.433891389,0.000327287,0.000327287,NA
548,1142,20200803_0949_blob_1142_,caice_ssa_final_0805_0949,dodecyl benzene,304,405,1914.084507,1920,"Limonen-6-ol, pivalate",713,738,NA,C15H24O2,NA,NA,236,TRUE,TRUE,NA,FALSE,8.954526169,5.23E-05,5.23E-05,NA
549,1051,20200803_1535_blob_1051_,caice_ssa_final_0803_1535,dodecyl benzene,349,431,1919.444444,1920,"Dodecanoic acid, 3-hydroxy-",672,695,NA,C12H24O3,NA,NA,216,TRUE,TRUE,NA,FALSE,1.302968979,0.00036234,0.00036234,NA
550,879,20200803_1535_blob_879_,caice_ssa_final_0803_1535,dodecyl benzene,266,450,1913.888889,1920,1-Benzoyl-2-hydroxyadamantane,652,658,NA,C17H20O2,NA,NA,256,TRUE,TRUE,NA,FALSE,1.834778211,0.000255266,0.000255266,NA
551,1526,20200803_0949_blob_1526_,caice_ssa_final_0805_0949,dodecyl benzene,0,473,2242.016807,1920,"4-Nitro-1,3-phenylenediamine, N1,N3-bis(tert-butyldimethylsilyl)-",573,628,NA,C18H35N3O2Si2,NA,NA,381,TRUE,TRUE,NA,FALSE,1.345237234,0.000558449,0.000558449,NA
552,10,20200803_1535_blob_10_,caice_ssa_final_0803_1535,DPPA,162,166,1959.722222,1954,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",794,822,NA,C16H50O7Si8,NA,NA,578,TRUE,TRUE,RI cant be confirmed,FALSE,1.154244659,0.000433453,0.000433453,NA
553,690,20200803_1535_blob_690_,caice_ssa_final_0803_1535,DPPA,137,400,1965.277778,1954,"1,3-Di(2-benzothiazolyl)-1,3-bis(mercaptomethyl)-urea",704,762,NA,C17H14N4OS4,NA,NA,418,TRUE,TRUE,NA,FALSE,1.013489074,0.000497617,0.000497617,NA
554,1672,20200803_0949_blob_1672_,caice_ssa_final_0805_0949,DPPA,0,436,2184.615385,1954,"(6-Isopropyl-4-methoxy-3-methylthio-2,4,6-cycloheptatrienylidene)malononitrile",613,632,NA,C15H16N2OS,NA,NA,272,TRUE,TRUE,NA,FALSE,5.650649732,0.000122401,0.000122401,NA
555,1079,20200803_1535_blob_1079_,caice_ssa_final_0803_1535,d-pyrene,46,335,2155.725191,2165,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",689,739,NA,C20H24N2O,NA,NA,308,TRUE,TRUE,NA,FALSE,1.865214113,0.000355704,0.000355704,NA
556,1014,20200803_1535_blob_1014_,caice_ssa_final_0803_1535,d-pyrene,243,327,2160.305344,2165,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",686,722,NA,C20H24N2O,NA,NA,308,TRUE,TRUE,NA,FALSE,1.53769794,0.00043432,0.00043432,NA
557,1230,20200803_1535_blob_1230_,caice_ssa_final_0803_1535,d-pyrene,240,305,2160.305344,2165,a-N-Normethadol,680,687,NA,C20H27NO,NA,NA,297,TRUE,TRUE,NA,FALSE,1.131107208,0.000590442,0.000590442,NA
558,720,20200803_1535_blob_720_oil,caice_ssa_final_0803_1535,d-pyrene,35,235,2174.045802,2165,"Octadecane, 3-ethyl-5-(2-ethylbutyl)-",678,693,NA,C26H54,NA,NA,366,TRUE,TRUE,NA,FALSE,1.648776531,0.000413155,0.000413155,NA
559,844,20200803_1535_blob_844_,caice_ssa_final_0803_1535,d-pyrene,270,429,2164.885496,2165,"Anthacene, 1,2,3,4,6,7,8,9-octahydro-2,2,5-trimethyl-",652,702,NA,C17H24,NA,NA,228,TRUE,TRUE,NA,FALSE,1.702804821,0.000394803,0.000394803,NA
560,550,20200803_1535_blob_550_oil,caice_ssa_final_0803_1535,"eicosanol, TMS",353,374,2390,2392,17-Pentatriacontene,837,837,NA,C35H70,NA,NA,490,TRUE,TRUE,NA,FALSE,1.566731223,0.000593382,0.000593382,NA
561,506,20200803_1535_blob_506_oil,caice_ssa_final_0803_1535,"eicosanol, TMS",313,370,2386.666667,2392,17-Pentatriacontene,834,834,NA,C35H70,NA,NA,490,TRUE,TRUE,def an alkane but RI not right,FALSE,1.58944325,0.000582102,0.000582102,NA
