,BlobID,Compound.Name,Library.Name,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Formula_Underivitized_forMod,Cstar_Cat,Library.Molecular.Weight_NISTmain,Model_Quant,Model_Properties,Notes,under_1500,slope.i.q.p,Quant_Factor_RFpred,Quant_Factor_final,slope.avg
385,914,20200803_1535_blob_914_,caice_ssa_final_0803_1535,C7 acid,407,479,1888.888889,NA,"1,1-Diphenyl-4-phenylthiobut-3-en-1-ol",680,707,NA,C22H20OS,NA,NA,332,TRUE,TRUE,NA,FALSE,2.653738867,0.000170249,0.000170249,NA
386,1362,20200803_1535_blob_1362_,caice_ssa_final_0803_1535,C7 acid,293,363,2109.923664,NA,"Propanoic acid, 2-methyl-3-[4-t-butyl]phenyl-",679,699,NA,C14H20O2,NA,NA,220,TRUE,TRUE,NA,FALSE,5.686674389,0.000109223,0.000109223,NA
387,1200,20200803_1535_blob_1200_,caice_ssa_final_0803_1535,C7 acid,344,403,2952.57732,NA,"Cholest-5-en-3-ol (3ﬂ)-, tetradecanoate",678,735,NA,C41H72O2,NA,NA,596,TRUE,TRUE,NA,FALSE,2.704493812,0.000772804,0.000772804,NA
388,851,20200803_1535_blob_851_,caice_ssa_final_0803_1535,C7 acid,313,429,2135.877863,NA,"1,3-Diphenyl-3-methylcyclopropene",677,790,NA,C16H14,NA,NA,206,TRUE,TRUE,NA,FALSE,3.169581154,0.000203424,0.000203424,NA
389,1037,20200803_1535_blob_1037_,caice_ssa_final_0803_1535,C7 acid,342,364,2187.78626,NA,Dicyclohexylsulphide,676,826,NA,C12H22S,NA,NA,198,TRUE,TRUE,NA,FALSE,1.851096443,0.000375352,0.000375352,NA
390,1028,20200803_1535_blob_1028_,caice_ssa_final_0803_1535,C7 acid,375,450,1902.777778,NA,"Oxiranedodecanoic acid, 3-octyl-, cis-",675,688,NA,C22H42O3,NA,NA,354,TRUE,TRUE,NA,FALSE,5.426345987,8.49E-05,8.49E-05,NA
391,868,20200803_1535_blob_868_,caice_ssa_final_0803_1535,C7 acid,313,416,2251.666667,NA,"Benzo[b]dihydropyran, 6-hydroxy-4,4,5,7,8-pentamethyl-",675,758,NA,C14H20O2,NA,NA,220,TRUE,TRUE,NA,FALSE,2.846551923,0.000267607,0.000267607,NA
392,1405,20200803_1535_blob_1405_,caice_ssa_final_0803_1535,C7 acid,400,436,1791.139241,NA,"1(2H)-Naphthalenone, 3,4-dihydro-4,5,6-trimethyl-",674,723,NA,C13H16O,NA,NA,188,TRUE,TRUE,NA,FALSE,6.419855786,0.000153509,0.000153509,NA
393,1184,20200803_1535_blob_1184_,caice_ssa_final_0803_1535,C7 acid,388,487,1902.777778,NA,"10,12,14-Nonacosatriynoic acid",674,676,NA,C29H46O2,NA,NA,426,TRUE,TRUE,NA,FALSE,1.107234296,0.000416282,0.000416282,NA
394,904,20200803_0949_blob_904_,caice_ssa_final_0805_0949,C7 acid,325,460,2041.538462,NA,"Heptasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13-tetradecamethyl-",673,762,NA,C14H44O6Si7,NA,NA,504,TRUE,TRUE,NA,FALSE,1.308770418,0.000430074,0.000430074,NA
395,833,20200803_1535_blob_833_,caice_ssa_final_0803_1535,C7 acid,305,419,2167.938931,NA,"Benzo[b]dihydropyran, 6-hydroxy-4,4,5,7,8-pentamethyl-",673,757,NA,C14H20O2,NA,NA,220,TRUE,TRUE,NA,FALSE,2.893315879,0.000233378,0.000233378,NA
396,736,20200803_1535_blob_736_,caice_ssa_final_0803_1535,C7 acid,290,410,2166.412214,NA,"Bi-1-cyclohexen-1-yl, 3,3,3',3',5,5,5',5'-octamethyl-",673,719,NA,C20H34,NA,NA,274,TRUE,TRUE,NA,FALSE,1.389303358,0.000484957,0.000484957,NA
397,928,20200803_0949_blob_928_,caice_ssa_final_0805_0949,C7 acid,507,556,1952.112676,NA,"Linolool oxide, (Z)-, TMS derivative",670,819,NA,C13H26O2Si,NA,NA,242,TRUE,TRUE,NA,FALSE,1.017842749,0.000486183,0.000486183,NA
398,1001,20200803_1535_blob_1001_,caice_ssa_final_0803_1535,C7 acid,378,454,1970.833333,NA,"a-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic butylboronate",669,681,NA,C17H37BO6Si2,NA,NA,404,TRUE,TRUE,NA,FALSE,5.60865989,9.06E-05,9.06E-05,NA
399,1067,20200803_1535_blob_1067_,caice_ssa_final_0803_1535,C7 acid,374,434,1994.444444,NA,"1-Naphthol, 2,5,8-trimethyl-",668,778,NA,C13H14O,NA,NA,186,TRUE,TRUE,NA,FALSE,1.548939526,0.000339563,0.000339563,NA
400,940,20200803_1535_blob_940_,caice_ssa_final_0803_1535,C7 acid,368,489,2128.244275,NA,"(22S)-6a,11ﬂ,21-Trihydroxy-16a,17a-propylmethylenedioxypregna-1,4-diene-3,20-dione",668,670,NA,C25H34O7,NA,NA,446,TRUE,TRUE,NA,FALSE,1.083371196,0.000588645,0.000588645,NA
401,663,20200803_1535_blob_663_,caice_ssa_final_0803_1535,C7 acid,310,405,1965.277778,NA,"2,4,6-Cycloheptatrien-1-one, 3,5-bis-trimethylsilyl-",668,697,NA,C13H22OSi2,NA,NA,250,TRUE,TRUE,NA,FALSE,1.351216716,0.000373241,0.000373241,NA
402,909,20200803_1535_blob_909_,caice_ssa_final_0803_1535,C7 acid,315,408,2178.625954,NA,"Bi-1-cyclohexen-1-yl, 3,3,3',3',5,5,5',5'-octamethyl-",667,768,NA,C20H34,NA,NA,274,TRUE,TRUE,NA,FALSE,1.39812839,0.000490446,0.000490446,NA
403,2405,20200803_0949_blob_2405_,caice_ssa_final_0805_0949,C7 acid,565,572,1333.290656,NA,"2-Hydroxyisocaproic acid, TMS derivative",665,673,NA,C9H20O3Si,NA,NA,204,TRUE,TRUE,NA,TRUE,2.585474861,0.073755249,0.073755249,NA
404,636,20200803_0949_blob_636_,caice_ssa_final_0805_0949,C7 acid,412,521,1881.690141,NA,Epistephamiersine,665,765,NA,C21H27NO6,NA,NA,389,TRUE,TRUE,NA,FALSE,1.351206576,0.000330916,0.000330916,NA
405,740,20200803_1535_blob_740_,caice_ssa_final_0803_1535,C7 acid,330,485,2067.175573,NA,"6,7-Dimethylthieno[2,3-b]quinolin-3-ylamine",665,706,NA,C13H12N2S,NA,NA,228,TRUE,TRUE,NA,FALSE,1.38646853,0.00042124,0.00042124,NA
406,1852,20200803_0949_blob_1852_,caice_ssa_final_0805_0949,C7 acid,487,495,1295.246671,NA,"2-Oxovaleric acid, TBDMS derivative",664,669,NA,C11H22O3Si,NA,NA,230,TRUE,TRUE,NA,TRUE,6.509796759,0.045370356,0.045370356,NA
407,1096,20200803_1535_blob_1096_,caice_ssa_final_0803_1535,C7 acid,339,395,2047.328244,NA,"Cholesta-4,6-dien-3-ol, (3ﬂ)-",664,726,NA,C27H44O,NA,NA,384,TRUE,TRUE,NA,FALSE,1.068968655,0.00053096,0.00053096,NA
408,620,20200803_0949_blob_620_,caice_ssa_final_0805_0949,C7 acid,454,522,1945.070423,NA,"Linolool oxide, (E)-, TMS derivative",663,844,NA,C13H26O2Si,NA,NA,242,TRUE,TRUE,NA,FALSE,1.348339974,0.00036331,0.00036331,NA
409,1069,20200803_1535_blob_1069_,caice_ssa_final_0803_1535,C7 acid,459,519,1840.277778,NA,tert-Hexadecanethiol,662,675,NA,C16H34S,NA,NA,258,TRUE,TRUE,NA,FALSE,1.18685383,0.000471896,0.000471896,NA
410,939,20200803_1535_blob_939_,caice_ssa_final_0803_1535,C7 acid,371,504,1941.666667,NA,"9,19-Cyclochloestene-3,7-diol, 4,14-dimethyl-, 3-acetate",661,676,NA,C31H52O3,NA,NA,472,TRUE,TRUE,NA,FALSE,2.83481519,0.000171958,0.000171958,NA
411,676,20200803_1535_blob_676_,caice_ssa_final_0803_1535,C7 acid,309,455,2164.885496,NA,"Thiourea, 1-(2-chlorophenyl)-3-(pyridin-3-yl)-",661,684,NA,C12H10ClN3S,NA,NA,263,TRUE,TRUE,NA,FALSE,1.263298027,0.000532157,0.000532157,NA
412,869,20200803_0949_blob_869_,caice_ssa_final_0805_0949,C7 acid,468,549,2050.769231,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",658,667,NA,C28H50O4Si2,NA,NA,506,TRUE,TRUE,NA,FALSE,1.405434792,0.000405853,0.000405853,NA
413,947,20200803_0949_blob_947_,caice_ssa_final_0805_0949,C7 acid,450,506,1730.379747,NA,"Formic acid, 2-bromomethyl-4,4-dimethyl-3-(3-oxobut-1-enyl)cyclohex-2-enyl ester",658,684,NA,C14H19BrO3,NA,NA,314,TRUE,TRUE,NA,FALSE,3.355984884,0.000590605,0.000590605,NA
414,914,20200803_0949_blob_914_,caice_ssa_final_0805_0949,C7 acid,379,456,2130.769231,NA,"Pentacyclo[9.1.0.0(2,4).0(5,7).0(8,10)]dodecane, 3,3,6,6,9,9,12,12-octamethyl-, anti,syn,anti-",658,738,NA,C20H32,NA,NA,272,TRUE,TRUE,NA,FALSE,0.948087634,0.000675089,0.000675089,NA
415,863,20200803_1535_blob_863_,caice_ssa_final_0803_1535,C7 acid,305,411,2228.333333,NA,"Phenanthrene, 2,3,5-trimethyl-",658,813,NA,C17H16,NA,NA,220,TRUE,TRUE,NA,FALSE,2.790793138,0.000263935,0.000263935,NA
416,920,20200803_0949_blob_920_,caice_ssa_final_0805_0949,C7 acid,393,447,1888.732394,NA,"Eicosanoic acid, 2,3-bis(acetyloxy)propyl ester",657,770,NA,C27H50O6,NA,NA,470,TRUE,TRUE,NA,FALSE,1.480941381,0.000305004,0.000305004,NA
417,907,20200803_1535_blob_907_,caice_ssa_final_0803_1535,C7 acid,358,480,2148.091603,NA,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(butylboronate)",655,681,NA,C17H34B2O6Si,NA,NA,384,TRUE,TRUE,NA,FALSE,1.276674273,0.000514,0.000514,NA
418,957,20200803_1535_blob_957_,caice_ssa_final_0803_1535,C7 acid,424,449,2065.648855,NA,1-Methoxy-3-(trimethylsilyloxymethyl)nonane,654,701,NA,C14H32O2Si,NA,NA,260,TRUE,TRUE,NA,FALSE,1.695919466,0.000343621,0.000343621,NA
419,871,20200803_0949_blob_871_,caice_ssa_final_0805_0949,C7 acid,423,456,1358.761496,NA,"Uridine, 5-chloro-2'-desoxytris-O-(trimethylsilyl)-",654,654,NA,C18H35ClN2O5Si3,NA,NA,478,TRUE,TRUE,NA,TRUE,1.516453757,0.093819445,0.093819445,NA
420,1472,20200803_1535_blob_1472_,caice_ssa_final_0803_1535,C7 acid,336,408,2929.896907,NA,"Cholesta-4,6-dien-3-ol, (3ﬂ)-",653,736,NA,C27H44O,NA,NA,384,TRUE,TRUE,NA,FALSE,1.787102784,0.001131936,0.001131936,NA
421,878,20200803_1535_blob_878_,caice_ssa_final_0803_1535,C7 acid,309,406,2149.618321,NA,"Bi-1-cyclohexen-1-yl, 3,3,3',3',5,5,5',5'-octamethyl-",653,751,NA,C20H34,NA,NA,274,TRUE,TRUE,NA,FALSE,1.728086705,0.000380568,0.000380568,NA
422,895,20200803_1535_blob_895_,caice_ssa_final_0803_1535,C7 acid,345,444,1908.333333,NA,"B(9a)-Homo-19-norpregna-9(11),9a,16-trien-20-one, 3-(dimethylamino)-4,4,14-trimethyl-, (3ﬂ,5a)-",651,656,NA,C26H39NO,NA,NA,381,TRUE,TRUE,NA,FALSE,1.501704952,0.000309398,0.000309398,NA
423,861,20200803_0949_blob_861_,caice_ssa_final_0805_0949,C7 acid,345,445,1753.164557,NA,"4-(3-Hydroxy-2,2,6-trimethyl-7-oxa-bicyclo[4.1.0]hept-1-yl)-but-3-en-2-one",649,683,NA,C13H20O3,NA,NA,224,TRUE,TRUE,NA,FALSE,2.399476303,0.00063563,0.00063563,NA
424,1057,20200803_0949_blob_1057_,caice_ssa_final_0805_0949,C7 acid,393,448,1945.070423,NA,"2,2-Dimethyl-6-methylene-1-[3,5-dihydroxy-1-pentenyl]cyclohexan-1-perhydrol",648,666,NA,C14H24O4,NA,NA,256,TRUE,TRUE,NA,FALSE,5.822402017,8.41E-05,8.41E-05,NA
425,783,20200803_0949_blob_783_,caice_ssa_final_0805_0949,C7 acid,344,460,2287.394958,NA,"1-Hydroxy-2-methylanthraquinone, TMS derivative",648,908,NA,C18H18O3Si,NA,NA,310,TRUE,TRUE,NA,FALSE,1.072903178,0.000747482,0.000747482,NA
426,1219,20200803_1535_blob_1219_,caice_ssa_final_0803_1535,C7 acid,354,408,1830.555556,NA,"Benzene, 1,2,3,4-tetramethyl-4-(1-methylethenyl)-",647,717,NA,C13H18,NA,NA,174,TRUE,TRUE,NA,FALSE,5.628006934,0.000111287,0.000111287,NA
427,1134,20200803_1535_blob_1134_,caice_ssa_final_0803_1535,C7 acid,343,423,2213.333333,NA,"Methyl (1-O-retinyl-2,3,4-triacetyl-ﬂ-D-glucopyran)uronate",646,653,NA,C33H46O10,NA,NA,602,TRUE,TRUE,NA,FALSE,4.924346571,0.000146385,0.000146385,NA
428,1110,20200803_1535_blob_1110_,caice_ssa_final_0803_1535,C7 acid,471,617,1840.277778,NA,"18-Hydroxy-10-pentyl-11-oxa-1,5-dithia-spiro[5.13]nonadec-15-yn-12-one",645,660,NA,C21H34O3S2,NA,NA,398,TRUE,TRUE,NA,FALSE,1.289619752,0.000434292,0.000434292,NA
429,892,20200803_1535_blob_892_,caice_ssa_final_0803_1535,C7 acid,370,509,2097.709924,NA,"Chromone, 5-hydroxy-6,7,8-trimethoxy-2,3-dimethyl-",645,673,NA,C14H16O6,NA,NA,280,TRUE,TRUE,NA,FALSE,1.155927515,0.000527964,0.000527964,NA
430,951,20200803_1535_blob_951_,caice_ssa_final_0803_1535,C7 acid,411,447,1972.222222,NA,"3-Octen-2-ol, (E)-, TMS derivative",644,754,NA,C11H24OSi,NA,NA,200,TRUE,TRUE,NA,FALSE,1.189195974,0.000428355,0.000428355,NA
431,1712,20200803_0949_blob_1712_,caice_ssa_final_0805_0949,C7 acid,290,348,1307.819815,NA,3-Dibenzofuranamine,644,781,NA,C12H9NO,NA,NA,183,TRUE,TRUE,NA,TRUE,2.372916299,0.107711496,0.107711496,NA
432,1183,20200803_0949_blob_1183_,caice_ssa_final_0805_0949,C7 acid,473,561,1926.760563,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",643,653,NA,C28H50O4Si2,NA,NA,506,TRUE,TRUE,NA,FALSE,1.791727981,0.000266289,0.000266289,NA
433,695,20200803_0949_blob_695_,caice_ssa_final_0805_0949,C7 acid,374,461,1963.380282,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",643,732,NA,C18H34OSi,NA,NA,294,TRUE,TRUE,NA,FALSE,1.252782761,0.000401469,0.000401469,NA
434,2009,20200803_0949_blob_2009_,caice_ssa_final_0805_0949,C7 acid,272,328,1230.188618,NA,"Hymexazole, tert-butyldimethylsilyl ether",643,654,NA,C10H19NO2Si,NA,NA,213,TRUE,TRUE,NA,TRUE,3.362187163,0.185627705,0.185627705,NA
435,1061,20200803_0949_blob_1061_,caice_ssa_final_0805_0949,C7 acid,399,459,1932.394366,NA,"2,5-Octadecadiynoic acid, methyl ester",642,716,NA,C19H30O2,NA,NA,290,TRUE,TRUE,NA,FALSE,5.209336767,9.23E-05,9.23E-05,NA
436,891,20200803_1535_blob_891_,caice_ssa_final_0803_1535,C7 acid,354,482,1965.277778,NA,"1,4-Bis-(3,3-dimethyl-but-1-ynyl)-2,6,6-trimethyl-cyclohex-2-ene-1,4-diol",640,646,NA,C21H32O2,NA,NA,316,TRUE,TRUE,NA,FALSE,3.075726758,0.000163971,0.000163971,NA
437,1011,20200803_0949_blob_1011_,caice_ssa_final_0805_0949,C7 acid,378,509,1845.070423,NA,"1-Cyclopenten-3-one, 1-(3-methoxy-1-(E)-octenyl)-2-trimethylsilyl-",637,672,NA,C17H30O2Si,NA,NA,294,TRUE,TRUE,NA,FALSE,2.296176869,0.000230835,0.000230835,NA
438,1055,20200803_0949_blob_1055_,caice_ssa_final_0805_0949,C7 acid,436,503,1595.454545,NA,"a-D-Glucopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",635,649,NA,C14H31BO6Si2,NA,NA,362,TRUE,TRUE,NA,FALSE,1.543155606,0.006061439,0.006061439,NA
439,796,20200803_0949_blob_796_,caice_ssa_final_0805_0949,C7 acid,335,460,2463.636364,NA,"Thiourea, 1-(2-chlorophenyl)-3-(pyridin-3-yl)-",635,672,NA,C12H10ClN3S,NA,NA,263,TRUE,TRUE,NA,FALSE,1.018519797,0.001014869,0.001014869,NA
440,959,20200803_1535_blob_959_,caice_ssa_final_0803_1535,C7 acid,313,399,2571.171171,NA,"1-Hydroxy-2-(2,3,4,6-tetra-O-acetyl-beta-d-glucopyranosyl)-9H-xanthene-3,6,7-triyl triacetate",635,635,NA,C33H34O18,NA,NA,718,TRUE,TRUE,NA,FALSE,1.929623556,0.0006254,0.0006254,NA
441,1163,20200803_1535_blob_1163_,caice_ssa_final_0803_1535,C7 acid,368,443,1884.722222,NA,"1,3-Xylyl-18-crown-5, 2-(9-borabicyclo[3.3.1]non-9-yl)-",634,646,NA,C24H37BO5,NA,NA,416,TRUE,TRUE,NA,FALSE,1.924290362,0.000233381,0.000233381,NA
442,745,20200803_1535_blob_745_,caice_ssa_final_0803_1535,C7 acid,405,420,1440.677966,NA,"1,3-Diisobutyrin, TMS derivative",633,697,NA,C14H28O5Si,NA,NA,304,TRUE,TRUE,NA,TRUE,1.316672832,0.042123228,0.042123228,NA
443,699,20200803_0949_blob_699_,caice_ssa_final_0805_0949,C7 acid,369,382,2107.692308,NA,"1-Butanol, 4-(hexyloxy)-",633,804,NA,C10H22O2,NA,NA,174,TRUE,TRUE,NA,FALSE,1.069132931,0.00057909,0.00057909,NA
444,635,20200803_0949_blob_635_,caice_ssa_final_0805_0949,C7 acid,353,486,1995.774648,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",633,690,NA,C18H34OSi,NA,NA,294,TRUE,TRUE,NA,FALSE,1.265140141,0.000416531,0.000416531,NA
445,1089,20200803_0949_blob_1089_,caice_ssa_final_0805_0949,C7 acid,320,464,1949.295775,NA,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",633,720,NA,C16H50O7Si8,NA,NA,578,TRUE,TRUE,NA,FALSE,1.221734162,0.000403406,0.000403406,NA
446,1043,20200803_1535_blob_1043_,caice_ssa_final_0803_1535,C7 acid,312,402,2310,NA,"4,4,6a,6b,8a,11,12,14b-Octamethyl-docosahydropicene-3,13-diol",633,670,NA,C30H52O2,NA,NA,444,TRUE,TRUE,NA,FALSE,1.417600978,0.000584445,0.000584445,NA
447,1105,20200803_0949_blob_1105_,caice_ssa_final_0805_0949,C7 acid,407,496,1791.139241,NA,"19-Norandrosterone, 2TMS derivative",632,657,NA,C24H44O2Si2,NA,NA,420,TRUE,TRUE,NA,FALSE,2.332900531,0.000422439,0.000422439,NA
448,1031,20200803_1535_blob_1031_,caice_ssa_final_0803_1535,C7 acid,357,416,1805.555556,NA,"1-(3-Hydroxypropyl)-5,5,8a-trimethyldecahydronaphthalen-2-ol",628,656,NA,C16H30O2,NA,NA,254,TRUE,TRUE,NA,FALSE,1.41486795,0.000590125,0.000590125,NA
449,1004,20200803_0949_blob_1004_,caice_ssa_final_0805_0949,C7 acid,376,547,2012.307692,NA,"Methyl glycocholate, 3TMS derivative",626,660,NA,C36H69NO6Si3,NA,NA,695,TRUE,TRUE,NA,FALSE,1.441648612,0.00037434,0.00037434,NA
450,1072,20200803_0949_blob_1072_,caice_ssa_final_0805_0949,C7 acid,403,497,2018.461538,NA,"2-Cyclohexene-1-carboxylic acid, 1,3-dimethyl-2-(3-methyl-7-oxo-1,3-octadienyl)-4-oxo-, methyl ester, (+)-",624,647,NA,C19H26O4,NA,NA,318,TRUE,TRUE,NA,FALSE,1.689091831,0.000322345,0.000322345,NA
451,1000,20200803_1535_blob_1000_,caice_ssa_final_0803_1535,C7 acid,408,444,1875,NA,Melezitose,623,666,NA,C18H32O16,NA,NA,504,TRUE,TRUE,NA,FALSE,1.070146521,0.000413821,0.000413821,NA
452,980,20200803_0949_blob_980_,caice_ssa_final_0805_0949,C7 acid,362,450,1971.830986,NA,"Acetamide, N-methyl-N-[4-[2-acetoxymethyl-1-pyrrolidyl]-2-butynyl]-",623,649,NA,C14H22N2O3,NA,NA,266,TRUE,TRUE,NA,FALSE,5.68176752,8.96E-05,8.96E-05,NA
453,1451,20200803_0949_blob_1451_,caice_ssa_final_0805_0949,C7 acid,303,362,1933.802817,NA,"4-Butylbenzoic acid, 2-bromo-4-fluorophenyl ester",623,662,NA,C17H16BrFO2,NA,NA,350,TRUE,TRUE,NA,FALSE,2.798328104,0.000172239,0.000172239,NA
454,1168,20200803_0949_blob_1168_,caice_ssa_final_0805_0949,C7 acid,476,568,1593.181818,NA,"p-Hydroxydiisopropylbenzene, TMS derivative",621,649,NA,C15H26OSi,NA,NA,250,TRUE,TRUE,NA,FALSE,1.144055464,0.008392459,0.008392459,NA
455,958,20200803_0949_blob_958_,caice_ssa_final_0805_0949,C7 acid,377,514,1922.535211,NA,"Acetic acid, 17-(1-acetoxy-ethyl)-10,13-dimethyl-3-oxo-2,3,8,9,10,11,12,13,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-11-yl (ester)",619,620,NA,C25H34O5,NA,NA,414,TRUE,TRUE,NA,FALSE,1.302223627,0.000364165,0.000364165,NA
456,805,20200803_0949_blob_805_,caice_ssa_final_0805_0949,C7 acid,487,536,2268.907563,NA,"2-methylidene-6,10,14-trimethylpen2-methylidene-6,10,14-trimethylpentadecanoic acid silylated",617,664,NA,C22H44O2Si,NA,NA,368,TRUE,TRUE,NA,FALSE,2.287595287,0.000341366,0.000341366,NA
457,993,20200803_0949_blob_993_,caice_ssa_final_0805_0949,C7 acid,388,457,1845.070423,NA,"9-Octadecenoic acid, (2-phenyl-1,3-dioxolan-4-yl)methyl ester, trans-",617,627,NA,C28H44O4,NA,NA,444,TRUE,TRUE,NA,FALSE,1.738491563,0.000304884,0.000304884,NA
458,1815,20200803_0949_blob_1815_,caice_ssa_final_0805_0949,C7 acid,371,430,2092.307692,NA,"2-[4-methyl-6-(2,6,6-trimethylcyclohex-1-enyl)hexa-1,3,5-trienyl]cyclohex-1-en-1-carboxaldehyde",615,616,NA,C23H32O,NA,NA,324,TRUE,TRUE,NA,FALSE,9.352555863,6.47E-05,6.47E-05,NA
459,1130,20200803_1535_blob_1130_,caice_ssa_final_0803_1535,C7 acid,340,448,2283.333333,NA,"Azuleno[4,5-b]furan-2(3H)-one, 9a-[(acetyloxy)methyl]decahydro-6a,9-dihydroxy-6-methyl-3-methylene-, [3aS-(3aa,6ﬂ,6aa,9ﬂ,9aﬂ,9ba)]-",615,643,NA,C17H24O6,NA,NA,324,TRUE,TRUE,NA,FALSE,1.728759006,0.000461197,0.000461197,NA
460,952,20200803_0949_blob_952_,caice_ssa_final_0805_0949,C7 acid,426,457,1966.197183,NA,1-Methoxy-3-(trimethylsilyloxymethyl)nonane,614,669,NA,C14H32O2Si,NA,NA,260,TRUE,TRUE,NA,FALSE,1.568502653,0.000321961,0.000321961,NA
461,929,20200803_0949_blob_929_,caice_ssa_final_0805_0949,C7 acid,410,510,1926.760563,NA,"3-Hydroxy-7-isopropenyl-1,4a-dimethyl-2,3,4,4a,5,6,7,8-octahydro-2-naphthalenyl acetate, TBDMS derivative",614,634,NA,C23H40O3Si,NA,NA,392,TRUE,TRUE,NA,FALSE,1.05450341,0.000452458,0.000452458,NA
462,960,20200803_0949_blob_960_,caice_ssa_final_0805_0949,C7 acid,434,509,2015.384615,NA,"Linolool oxide, (Z)-, TMS derivative",611,813,NA,C13H26O2Si,NA,NA,242,TRUE,TRUE,NA,FALSE,2.933758051,0.000184768,0.000184768,NA
463,966,20200803_0949_blob_966_,caice_ssa_final_0805_0949,C7 acid,395,537,2087.692308,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",608,668,NA,C18H34OSi,NA,NA,294,TRUE,TRUE,NA,FALSE,1.199698807,0.000501416,0.000501416,NA
464,1433,20200803_0949_blob_1433_,caice_ssa_final_0805_0949,C7 acid,317,418,1926.760563,NA,"ﬂ-Carboline, 1-methyl-7-(methylamino)formyloxy-",606,652,NA,C14H13N3O2,NA,NA,255,TRUE,TRUE,NA,FALSE,2.365145175,0.000201729,0.000201729,NA
465,814,20200803_0949_blob_814_,caice_ssa_final_0805_0949,C7 acid,359,498,1969.014085,NA,"Anthacene, 1,2,3,4,6,7,8,9-octahydro-2,2,5-trimethyl-",605,639,NA,C17H24,NA,NA,228,TRUE,TRUE,NA,FALSE,1.172419622,0.000432482,0.000432482,NA
466,1112,20200803_1535_blob_1112_,caice_ssa_final_0803_1535,C7 acid,381,488,2047.328244,NA,"6,7-Dimethylthieno[2,3-b]quinolin-3-ylamine",602,705,NA,C13H12N2S,NA,NA,228,TRUE,TRUE,NA,FALSE,1.263320673,0.000449276,0.000449276,NA
467,966,20200803_1535_blob_966_,caice_ssa_final_0803_1535,C7 acid,373,480,1936.111111,NA,"3-Hydroxy-4-decenoic acid, 9-(tetrahydropyran-2-yl)oxy-, 2-(trimethylsilyl)ethyl ester",600,619,NA,C20H38O5Si,NA,NA,386,TRUE,TRUE,NA,FALSE,1.072138356,0.000451048,0.000451048,NA
468,704,20200803_0949_blob_704_,caice_ssa_final_0805_0949,C7 acid,400,474,2093.846154,NA,"3-Hydroxy-2,5,5,8a-tetramethyl-3,4,4a,5,6,7,8,8a-octahydronaphthalene-1-carboxylic acid, 2-trimethylsilylethyl ester",597,605,NA,C20H36O3Si,NA,NA,352,TRUE,TRUE,NA,FALSE,2.832677378,0.00021425,0.00021425,NA
469,1214,20200803_0949_blob_1214_,caice_ssa_final_0805_0949,C7 acid,380,482,1940.84507,NA,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(butylboronate)",595,642,NA,C17H34B2O6Si,NA,NA,384,TRUE,TRUE,NA,FALSE,1.387888763,0.000350816,0.000350816,NA
470,1177,20200803_0949_blob_1177_,caice_ssa_final_0805_0949,C7 acid,380,432,2166.153846,NA,"1-Octanol, 3-(2-methoxyethyl)-, TMS derivative",594,676,NA,C14H32O2Si,NA,NA,260,TRUE,TRUE,NA,FALSE,1.693229243,0.000397762,0.000397762,NA
471,998,20200803_0949_blob_998_,caice_ssa_final_0805_0949,C7 acid,376,529,2138.461538,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",591,633,NA,C18H34OSi,NA,NA,294,TRUE,TRUE,NA,FALSE,1.223271569,0.000529051,0.000529051,NA
472,1733,20200803_0949_blob_1733_,caice_ssa_final_0805_0949,C7 acid,308,370,2084.615385,NA,"2-Methyl-E,E-3,13-octadecadien-1-ol",584,627,NA,C19H36O,NA,NA,280,TRUE,TRUE,NA,FALSE,5.961257038,0.000100463,0.000100463,NA
