BlobID,Compound.Name,Library.Name,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Formula_Underivitized_forMod,Cstar_Cat,Library.Molecular.Weight_NISTmain,Model_Quant,Model_Properties,Notes
936,20200803_1535_blob_936_,caice_ssa_final_0803_1535,"d-C10 acid, TMS",150,277,1475.706215,1467,"Ethanone, 1,1'-(1,4-phenylene)bis-",921,924,1461,C10H10O2,C10H10O2,,162,TRUE,FALSE,
654,20200803_1535_blob_654_,caice_ssa_final_0803_1535,"dimethyl Glutaric Acid, TMS",308,308,1455.367232,1456,"Ethanone, 1,1'-(1,4-phenylene)bis-",923,925,1461,C10H10O2,C10H10O2,,162,TRUE,FALSE,
1827,20200803_0949_blob_1827_,caice_ssa_final_0805_0949,benzophenone,0,449,1497.727273,1662,"1H-Isoindole-1,3(2H)-dione, N-ethyl-",817,865,,C10H9NO2,C10H9NO2,,175,TRUE,FALSE,"kovats cant be cofnirmed, but in the right ballpark"
687,20200803_1535_blob_687_,caice_ssa_final_0803_1535,C7 acid,242,248,1470.056497,,"Quinoline, 2,4-dimethyl-",915,915,1454,C11H11N,C11H11N,,157,TRUE,FALSE,
876,20200803_1535_blob_876_,caice_ssa_final_0803_1535,Sugar 3,277,281,1616.455696,1618,"Benzothiazole, 2-butyl-",886,886,,C11H13NS,C11H13NS,,191,TRUE,FALSE,
43,20200803_1535_blob_43_,caice_ssa_final_0803_1535,vanillin,249,249,1554.80226,1557,"Benzothiazole, 2-butyl-",866,866,,C11H13NS,C11H13NS,,191,TRUE,FALSE,"Note- only one of the butyl BTZs is correct, check which one"
703,20200803_1535_blob_703_,caice_ssa_final_0803_1535,C7 acid,266,314,1500.564972,,"Ethanone, 1-[4-(1-hydroxy-1-methylethyl)phenyl]-",759,847,1432,C11H14O2,C11H14O2,,178,TRUE,FALSE,"match factor not amazing, but seems close enough"
1138,20200803_0949_blob_1138_,caice_ssa_final_0805_0949,benzophenone,109,443,1653.164557,1662,Diphenylamine,784,878,1621,C12H11N,C12H11N,,169,TRUE,FALSE,
651,20200803_1535_blob_651_,caice_ssa_final_0803_1535,C7 acid,254,290,1654.43038,,"Quinoline, 2,3,4-trimethyl-",887,927,1616,C12H13N,C12H13N,,171,TRUE,FALSE,
1393,20200803_0949_blob_1393_,caice_ssa_final_0805_0949,pinonic acid,104,390,1537.5,1549,"Quinoline, 2,4,6-trimethyl-",814,832,1532,C12H13N,C12H13N,,171,TRUE,FALSE,
843,20200803_1535_blob_843_,caice_ssa_final_0803_1535,C7 acid,279,296,1643.037975,,N-n-Butylphthalimide,832,840,,C12H13NO2,C12H13NO2,,203,TRUE,FALSE,"retention index could not be confirmed, but based on chem formula position is not unreasonable"
741,20200803_1535_blob_741_,caice_ssa_final_0803_1535,20200803_1919_blob_579,373,760,1612.658228,1614,Diethyl Phthalate,847,908,1594,C12H14O4,C12H14O4,,222,TRUE,FALSE,
398,20200803_1535_blob_398_,caice_ssa_final_0803_1535,pinonic acid,271,311,1555.932203,1549,"2-Butenedioic acid, dibutyl ester",904,912,,C12H20O4,C12H20O4,,228,TRUE,FALSE,
1421,20200803_1535_blob_1421_,caice_ssa_final_0803_1535,gamma dodecalactone,834,864,1707.594937,1708,τ-Dodecalactone,812,860,1678,C12H22O2,C12H22O2,,198,FALSE,FALSE,
549,20200803_1535_blob_549_,caice_ssa_final_0803_1535,benzophenone,0,466,1893.055556,1662,"Oxalic acid, 2-phenylethyl propyl ester",866,888,,C13H16O4,C13H16O4,,236,TRUE,FALSE,Note- no RI attached
2000,20200803_0949_blob_2000_,caice_ssa_final_0805_0949,triacetin,0,474,1511.363636,1351,"3-Buten-2-one, 4-(2,2,6-trimethyl-7-oxabicyclo[4.1.0]hept-1-yl)-",753,813,1473,C13H20O2,C13H20O2,,208,TRUE,FALSE,"match factor not amazing, but seems close enough"
1540,20200803_1535_blob_1540_,caice_ssa_final_0803_1535,nonanenitrile,0,646,1677.21519,1202,"Cyclopentaneacetic acid, 3-oxo-2-pentyl-, methyl ester",776,857,1649,C13H22O3,C13H22O3,,226,TRUE,FALSE,"match factor not amazing, but seems close enough"
849,20200803_1535_blob_849_,caice_ssa_final_0803_1535,C9 Diacid (azelaic acid),159,440,1831.944444,1822,Phenanthridine,834,893,1832,C13H9N,C13H9N,,179,TRUE,FALSE,
170,20200803_1535_blob_170_,caice_ssa_final_0803_1535,"Benzothiazole, 2-phenyl-",947,947,2022.900763,2024,"Benzothiazole, 2-phenyl-",932,941,,C13H9NS,C13H9NS,,211,FALSE,FALSE,
766,20200803_0949_blob_766_,caice_ssa_final_0805_0949,sinapinaldehyde,137,379,2044.615385,2033,2-o-Tolylbenzothiazole,758,804,,C14H11NS,C14H11NS,,225,TRUE,FALSE,"match factor not amazing, but seems close enough"
934,20200803_1535_blob_934_,caice_ssa_final_0803_1535,20200803_1919_blob_574,79,384,2041.221374,2053,"2,6-Dimethyldibenzothiophene",808,903,,C14H12S,C14H12S,,212,TRUE,FALSE,RI hard to cofnirm but from http://www.chemspider.com/Chemical-Structure.1064783.html appears ok
818,20200803_1535_blob_818_,caice_ssa_final_0803_1535,bisabolol,369,374,1768.35443,1771,Diallyl phthalate,749,860,1712,C14H14O4,C14H14O4,,246,TRUE,FALSE,"match factor not amazing, but seems close enough"
1063,20200803_1535_blob_1063_,caice_ssa_final_0803_1535,C7 acid,309,313,1634.177215,,"1(2H)-Naphthalenone, 3,4-dihydro-3,3,6,8-tetramethyl-",889,893,,C14H18O,C14H18O,,202,TRUE,FALSE,
1046,20200803_1535_blob_1046_,caice_ssa_final_0803_1535,ionone,0,613,1489.265537,1447,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-",870,873,1471,C14H20O2,C14H20O2,,220,TRUE,FALSE,
556,20200803_1535_blob_556_,caice_ssa_final_0803_1535,anthraquinone,935,937,2015.267176,2017,"9,10-Anthracenedione",816,904,1950,C14H8O2,C14H8O2,,208,FALSE,FALSE,
783,20200803_1535_blob_783_,caice_ssa_final_0803_1535,C7 acid,287,372,1947.222222,,"1H-Cyclopropa[l]phenanthrene,1a,9b-dihydro-",867,882,,C15H12,C15H12,,192,TRUE,FALSE,
866,20200803_1535_blob_866_,caice_ssa_final_0803_1535,C13 acid,410,434,1777.21519,1776,"Octanal, 2-(phenylmethylene)-",816,831,1750,C15H20O,C15H20O,,216,TRUE,FALSE,
26,20200803_1535_blob_26_,caice_ssa_final_0803_1535,benzophenone,0,623,1739.240506,1662,"Benzoic acid, 2-ethylhexyl ester",918,919,1735,C15H22O2,C15H22O2,,234,TRUE,FALSE,
560,20200803_1535_blob_560_,caice_ssa_final_0803_1535,ionone,0,493,1788.607595,1447,"3,5-di-tert-Butyl-4-hydroxybenzaldehyde",931,938,1772,C15H22O2,C15H22O2,,234,TRUE,FALSE,
7,20200803_1535_blob_7_,caice_ssa_final_0803_1535,C16,0,502,1837.5,1627,2-Ethylhexyl salicylate,912,915,1811,C15H22O3,C15H22O3,,250,TRUE,FALSE,
1058,20200803_1535_blob_1058_,caice_ssa_final_0803_1535,erythreitol,430,433,1531.073446,1529,Butylated Hydroxytoluene,859,871,1513,C15H24O,C15H24O,,220,TRUE,FALSE,
657,20200803_1535_blob_657_,caice_ssa_final_0803_1535,C7 acid,341,359,1751.898734,,Methyl tetradecanoate,902,913,1725,C15H30O2,C15H30O2,,242,TRUE,FALSE,
698,20200803_1535_blob_698_,caice_ssa_final_0803_1535,pyrene,838,873,2169.465649,2170,"Benzene, 1,1'-(1,3-butadiyne-1,4-diyl)bis-",810,862,,C16H10,C16H10,,202,FALSE,FALSE,
671,20200803_1535_blob_671_,caice_ssa_final_0803_1535,C7 acid,262,345,2080.916031,,"Phenanthrene, 2,3-dimethyl-",884,913,2058,C16H14,C16H14,,206,TRUE,FALSE,
748,20200803_1535_blob_748_,caice_ssa_final_0803_1535,C7 acid,297,393,2088.549618,,"Anthracene, 1,4-dimethyl-",853,892,,C16H14,C16H14,,206,TRUE,FALSE,"RI could potentially be slightly off, the posted "
758,20200803_1535_blob_758_,caice_ssa_final_0803_1535,C7 acid,291,400,2067.175573,,"Phenanthrene, 1,7-dimethyl-",829,901,2051,C16H14,C16H14,,206,TRUE,FALSE,
695,20200803_1535_blob_695_,caice_ssa_final_0803_1535,DL-B-hydroxymyristic acid,308,317,2062.59542,2058,"Phenanthrene, 1,7-dimethyl-",879,915,2051,C16H14,C16H14,,206,TRUE,FALSE,
5,20200803_1535_blob_5_fb,caice_ssa_final_0803_1535,"homosalate, TMS",951,951,2054.961832,2055,"Homosalate, TMS derivative",850,912,1998,C19H30O3Si,C16H22O3,,334,FALSE,FALSE,
2,20200803_1535_blob_2_,caice_ssa_final_0803_1535,a-bisabolol,0,485,1927.777778,1719,Homosalate,942,942,1904,C16H22O3,C16H22O3,,262,TRUE,FALSE,
13,20200803_1535_blob_13_,caice_ssa_final_0803_1535,xanthone,259,265,1901.388889,1905,Homosalate,941,942,1904,C16H22O3,C16H22O3,,262,TRUE,FALSE,
6,20200803_1535_blob_6_,caice_ssa_final_0803_1535,glucose-13C6,832,840,1987.5,1986,Dibutyl phthalate,928,933,1965,C16H22O4,C16H22O4,,278,TRUE,FALSE,
134,20200803_1535_blob_134_,caice_ssa_final_0803_1535,glucose-13C6,0,840,1891.666667,1986,"1,2-Benzenedicarboxylic acid, bis(2-methylpropyl) ester",884,887,1870,C16H22O4,C16H22O4,,278,TRUE,FALSE,
755,20200803_1535_blob_755_,caice_ssa_final_0803_1535,glucose-13C6,0,849,1938.888889,1986,Dibutyl phthalate,865,932,1965,C16H22O4,C16H22O4,,278,TRUE,FALSE,"Note- Ri's don�t match, but match factor so good I think they are a match (at least to isomers)"
17,20200803_1535_blob_17_,caice_ssa_final_0803_1535,DEET,0,587,1863.888889,1599,"p-Toluic acid, 2-ethylhexyl ester",883,885,,C16H24O2,C16H24O2,,248,TRUE,FALSE,
23,20200803_1535_blob_23_fb,caice_ssa_final_0803_1535,20200803_1919_blob_579,912,912,1613.924051,1614,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",888,892,1588,C16H30O4,C16H30O4,,286,TRUE,FALSE,
797,20200803_1535_blob_797_,caice_ssa_final_0803_1535,C18,549,621,1829.166667,1831,2-Hexadecanone,762,839,1805,C16H32O,C16H32O,,240,TRUE,FALSE,"match factor not amazing, but seems close enough"
106,20200803_1535_blob_106_fb,caice_ssa_final_0803_1535,C16 Acid,901,905,2077.862595,2079,"Palmitic Acid, TMS derivative",895,900,2050,C19H40O2Si,C16H32O2,,328,FALSE,FALSE,
945,20200803_1535_blob_945_,caice_ssa_final_0803_1535,C9 Diacid (azelaic acid),404,423,1820.833333,1822,"Tetradecanoic acid, ethyl ester",748,818,1794,C16H32O2,C16H32O2,,256,TRUE,FALSE,"match factor not amazing, but seems close enough"
418,20200803_1535_blob_418_,caice_ssa_final_0803_1535,Hexadecanol,915,929,1990.277778,1992,"1-Hexadecanol, TMS derivative",894,932,1958,C19H42OSi,C16H34O,,314,FALSE,FALSE,
458,20200803_1535_blob_458_,caice_ssa_final_0803_1535,20200803_1919_blob_596,0,762,1569.491525,1408,"Heptasiloxane, hexadecamethyl-",867,889,1553,C16H48O6Si7,C16H48O6Si7,,532,TRUE,FALSE,
700,20200803_1535_blob_700_,caice_ssa_final_0803_1535,C7 acid,268,370,2293.333333,,"Pyrene, 4-methyl-",855,910,2259,C17H12,C17H12,,216,TRUE,FALSE,
688,20200803_1535_blob_688_,caice_ssa_final_0803_1535,C7 acid,287,374,2192.366412,,"Phenanthrene, 2,3,5-trimethyl-",853,886,,C17H16,C17H16,,220,TRUE,FALSE,no RI could be identified so hard to tell if this is reasonable
1104,20200803_1535_blob_1104_,caice_ssa_final_0803_1535,C7 acid,289,377,1938.888889,,"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione",866,914,1923,C17H24O3,C17H24O3,,276,TRUE,FALSE,
822,20200803_0949_blob_822_,caice_ssa_final_0805_0949,C17 acid,719,778,2176.923077,2177,"Heptadecanoic acid, TMS derivative",714,839,2146,C20H42O2Si,C17H34O2,,342,FALSE,FALSE,
16,20200803_1535_blob_16_,caice_ssa_final_0803_1535,FAME16 (Methyl Palmitate),952,952,1956.944444,1958,"Hexadecanoic acid, methyl ester",917,927,1926,C17H34O2,C17H34O2,,270,FALSE,FALSE,
688,20200803_0949_blob_688_,caice_ssa_final_0805_0949,FAME16 (Methyl Palmitate),686,815,1956.338028,1958,"Cyclopropanebutanoic acid, 2-[[2-[[2-[(2-pentylcyclopropyl)methyl]cyclopropyl]methyl]cyclopropyl]methyl]-, methyl ester",720,732,,C25H42O2,C25H42O2,,374,FALSE,FALSE,
511,20200803_1535_blob_511_,caice_ssa_final_0803_1535,C7 acid,356,412,1852.777778,,Isopropyl myristate,882,894,1827,C17H34O2,C17H34O2,,270,TRUE,FALSE,
772,20200803_1535_blob_772_,caice_ssa_final_0803_1535,chrysene,811,899,2524.324324,2527,"naphthalene, 1-(2-phenylethynyl)-",766,908,,C18H12,C18H12,,228,FALSE,FALSE,
856,20200803_1535_blob_856_,caice_ssa_final_0803_1535,chrysene,728,884,2527.927928,2527,"Benzo[b]naphtho[e](1-oxoindano)[2,3-h]bicylo[2.2.2]octane",690,751,,C27H18O,C18H12,,358,FALSE,FALSE,
97,20200803_1535_blob_97_,caice_ssa_final_0803_1535,20200803_1919_blob_596,0,493,1880.555556,1408,"Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl-",878,915,1851,C18H26O,C18H26O,,258,TRUE,FALSE,
750,20200803_0949_blob_750_,caice_ssa_final_0805_0949,"oleic Acid, TMS",781,789,2250.420168,2252,"13-Octadecenoic acid, (E)-, TMS derivative",793,798,2228,C21H42O2Si,C18H34O2,,354,FALSE,FALSE,
18,20200803_1535_blob_18_,caice_ssa_final_0803_1535,"d-C15 alcohol, TMS",260,264,1873.611111,1869,"2-Pentadecanone, 6,10,14-trimethyl-",895,915,1844,C18H36O,C18H36O,,268,TRUE,FALSE,
750,20200803_1535_blob_750_,caice_ssa_final_0803_1535,"Benzothiazole, 2-phenyl-",285,346,2024.427481,2024,"Hexadecanoic acid, ethyl ester",777,844,1993,C18H36O2,C18H36O2,,284,TRUE,FALSE,"match factor not amazing, but seems close enough"
1064,20200803_1535_blob_1064_,caice_ssa_final_0803_1535,C18,835,864,1830.555556,1831,"Heptadecane, 2,6-dimethyl-",808,859,,C19H40,C18H38,,268,FALSE,FALSE,
691,20200803_1535_blob_691_oil,caice_ssa_final_0803_1535,octadecanol,831,856,2189.312977,2189,1-Dimethylthexylsilyloxyoctadecane,813,835,,C26H56OSi,C18H38O,,412,FALSE,FALSE,
1005,20200803_1535_blob_1005_,caice_ssa_final_0803_1535,isopimaric acid,0,492,2644.660194,2383,"Benz[a]anthracene, 7-methyl-",801,868,2669,C19H14,C19H14,,242,TRUE,FALSE,RI might be a bit off 
800,20200803_0949_blob_800_,caice_ssa_final_0805_0949,benzophenone,0,655,2349.579832,1662,"Benzoic acid, tridecyl ester",777,844,2340,C20H32O2,C20H32O2,,304,TRUE,FALSE,"match factor not amazing, but seems close enough"
947,20200803_1535_blob_947_,caice_ssa_final_0803_1535,C20,844,868,2033.587786,2035,Eicosane,839,883,2000,C20H42,C20H42,,282,FALSE,FALSE,
742,20200803_1535_blob_742_,caice_ssa_final_0803_1535,C21,874,886,2135.877863,2136,Heneicosane,845,881,2100,C21H44,C21H44,,296,FALSE,FALSE,
543,20200803_1535_blob_543_oil,caice_ssa_final_0803_1535,C22,884,887,2238.333333,2238,"Heptadecane, 2,3-dimethyl-",847,870,,C19H40,C22H46,,268,FALSE,FALSE,
735,20200803_0949_blob_735_oil,caice_ssa_final_0805_0949,,,,2518.181818,,"Carbonic acid, eicosyl vinyl ester",758,814,2497,C23H44O3,C23H44O3,,368,TRUE,FALSE,"match factor not amazing, but seems close enough"
33,20200803_1535_blob_33_oil,caice_ssa_final_0803_1535,C23,885,887,2341.666667,2342,"Heptadecane, 2,3-dimethyl-",846,871,,C19H40,C23H48,,268,FALSE,FALSE,
484,20200803_1535_blob_484_oil,caice_ssa_final_0803_1535,C23,766,833,2348.333333,2342,"Tetracosane, 11-decyl-",830,831,,C34H70,C23H48,,478,FALSE,FALSE,
622,20200803_1535_blob_622_,caice_ssa_final_0803_1535,glucose-13C6,0,781,2576.576577,1986,Diisooctyl phthalate,850,874,2543,C24H38O4,C24H38O4,,390,TRUE,FALSE,
29,20200803_1535_blob_29_oil,caice_ssa_final_0803_1535,C24,893,894,2443.243243,2443,"Heptadecane, 2,3-dimethyl-",862,884,,C19H40,C24H50,,268,FALSE,FALSE,
443,20200803_1535_blob_443_oil,caice_ssa_final_0803_1535,C25,922,922,2545.945946,2545,"Heptadecane, 2,3-dimethyl-",860,876,,C19H40,C25H52,,268,FALSE,FALSE,
451,20200803_1535_blob_451_,caice_ssa_final_0803_1535,C28,427,587,2847.42268,2852,"Decanedioic acid, bis(2-ethylhexyl) ester",827,915,2778,C26H50O4,C26H50O4,,426,TRUE,FALSE,"RI might be a bit off, potentially rechedk"
659,20200803_1535_blob_659_,caice_ssa_final_0803_1535,C26,901,910,2646.601942,2649,"Heptadecane, 2,3-dimethyl-",866,894,,C19H40,C26H54,,268,FALSE,FALSE,
469,20200803_1535_blob_469_oil,caice_ssa_final_0803_1535,C34,0,824,2376.666667,3461,"Heneicosane, 11-(1-ethylpropyl)-",818,823,,C26H54,C26H54,,366,TRUE,FALSE,kovats might be a bit off
739,20200803_1535_blob_739_,caice_ssa_final_0803_1535,C27,885,895,2749.514563,2750,"Eicosane, 7-hexyl-",858,863,,C26H54,C27H56,,366,FALSE,FALSE,
1012,20200803_1535_blob_1012_,caice_ssa_final_0803_1535,C28,810,851,2851.546392,2852,"Eicosane, 7-hexyl-",820,834,,C26H54,C28H58,,366,FALSE,FALSE,
1453,20200803_1535_blob_1453_,caice_ssa_final_0803_1535,C29,749,806,2952.57732,2954,"Eicosane, 7-hexyl-",764,789,,C26H54,C29H60,,366,FALSE,FALSE,
1276,20200803_0949_blob_1276_,caice_ssa_final_0805_0949,C29,705,784,2953.684211,2954,"Eicosane, 7-hexyl-",734,780,,C26H54,C29H60,,366,FALSE,FALSE,
623,20200803_0949_blob_623_,caice_ssa_final_0805_0949,levoglucosan,886,888,1726.582278,1727,"Levoglucosan, 3TMS derivative",874,889,1694,C15H34O5Si3,C6H10O5,,378,FALSE,FALSE,
958,20200803_1535_blob_958_,caice_ssa_final_0803_1535,Benzothiazole,930,930,1248.78643,1246,Benzothiazole,920,921,1229,C7H5NS,C7H5NS,,135,FALSE,FALSE,
1483,20200803_0949_blob_1483_,caice_ssa_final_0805_0949,C7 acid,223,253,1323.587479,,Phthalic anhydride,884,904,1313,C8H4O3,C8H4O3,,148,TRUE,FALSE,
764,20200803_1535_blob_764_,caice_ssa_final_0803_1535,2-(methylmercapto)benzothiazole,920,921,1636.708861,1637,2-(Methylmercapto)benzothiazole,907,917,1607,C8H7NS2,C8H7NS2,,181,FALSE,FALSE,
615,20200803_1535_blob_615_,caice_ssa_final_0803_1535,ketopinic acid,243,243,1524.293785,1529,"Benzene-1,4-dicarboxylic acid, monohydrazide, methyl ester",867,874,,C9H10N2O3,C9H10N2O3,,194,TRUE,FALSE,Check- no RI available
1315,20200803_0949_blob_1315_,caice_ssa_final_0805_0949,C7 acid,253,269,1309.032713,,"Formamide, N,N-dibutyl-",819,838,1310,C9H19NO,C9H19NO,,157,TRUE,FALSE,kovats might be a bit off
1174,20200803_1535_blob_1174_,caice_ssa_final_0803_1535,C7 acid,325,403,1447.457627,,"1H-Isoindole-1,3(2H)-dione, 2-methyl-",871,876,1425,C9H7NO2,C9H7NO2,,161,TRUE,FALSE,
1249,20200803_0949_blob_1249_,caice_ssa_final_0805_0949,20200803_1919_blob_660,807,838,1278.126131,1280,"Silanol, trimethyl-, phosphate (3:1)",817,836,1286,C9H27O4PSi3,PO4,,314,FALSE,FALSE,
774,20200803_1535_blob_774_,caice_ssa_final_0803_1535,20200803_1919_blob_596,860,867,1407.909605,1408,"Hexasiloxane, tetradecamethyl-",804,892,1353,C14H42O5Si6,C14H42O5Si6,,458,TRUE,FALSE,"Note that this is a siloxane, wirtd structure not in ES at all"
900,20200803_0949_blob_900_,caice_ssa_final_0805_0949,20200803_1919_blob_620,176,437,1258.437509,1249,"Benzoic Acid, TMS derivative",896,930,1249,C10H14O2Si,C7H6O2,,194,TRUE,FALSE,
981,20200803_0949_blob_981_,caice_ssa_final_0805_0949,20200803_1919_blob_620,353,445,1253.301347,1249,"Benzoic Acid, TMS derivative",889,924,1249,C10H14O2Si,C7H6O2,,194,TRUE,FALSE,
1273,20200803_0949_blob_1273_,caice_ssa_final_0805_0949,20200803_1919_blob_620,251,428,1256.725455,1249,"Benzoic Acid, TMS derivative",868,918,1249,C10H14O2Si,C7H6O2,,194,TRUE,FALSE,
47,20200803_1535_blob_47_,caice_ssa_final_0803_1535,anthraquinone,126,271,2010.687023,2017,"Homosalate, TMS derivative",924,927,1998,C19H30O3Si,C16H22O3,,334,TRUE,FALSE,
116,20200803_1535_blob_116_,caice_ssa_final_0803_1535,C7 acid,344,455,1789.873418,,"1-Tetradecanol, TMS derivative",892,909,1756,C17H38OSi,C14H30O,,286,TRUE,FALSE,
805,20200803_1535_blob_805_,caice_ssa_final_0803_1535,C7 acid,382,475,1590.960452,,"1-Dodecanol, TMS derivative",869,891,1558,C15H34OSi,C12H26O,,258,TRUE,FALSE,
645,20200803_1535_blob_645_,caice_ssa_final_0803_1535,C7 acid,583,704,1877.777778,,"Myristic acid, TMS derivative",866,880,1850,C17H36O2Si,C14H28O2,,300,TRUE,FALSE,
558,20200803_1535_blob_558_,caice_ssa_final_0803_1535,C7 acid,346,424,1891.666667,,"1-Pentadecanol, TMS derivative",853,874,1856,C18H40OSi,C15H32O,,300,TRUE,FALSE,
992,20200803_1535_blob_992_,caice_ssa_final_0803_1535,C7 acid,596,686,1678.481013,,"Dodecanoic acid, TMS derivative",791,805,1655,C15H32O2Si,C12H24O2,,272,TRUE,FALSE,
822,20200803_1535_blob_822_,caice_ssa_final_0803_1535,C7 acid,559,674,1976.388889,,"Pentadecanoic acid, TMS derivative",789,833,1950,C18H38O2Si,C15H30O2,,314,TRUE,FALSE,
786,20200803_1535_blob_786_,caice_ssa_final_0803_1535,C7 acid,361,451,1791.139241,,"1-Tetradecanol, TMS derivative",770,829,1756,C17H38OSi,C14H30O,,286,TRUE,FALSE,"match factor not amazing, but seems close enough"
919,20200803_1535_blob_919_,caice_ssa_final_0803_1535,C7 acid,345,416,2091.603053,,"1-Heptadecanol, TMS derivative",763,811,2054,C20H44OSi,C17H36O,,328,TRUE,FALSE,"match factor not amazing, but seems close enough"
1349,20200803_1535_blob_1349_,caice_ssa_final_0803_1535,C9 acid,51,385,1363.220523,1375,"Salicylic acid, TMS derivative",839,848,1357,C10H14O3Si,C7H6O3,,210,TRUE,FALSE,
1022,20200803_1535_blob_1022_,caice_ssa_final_0803_1535,Sugar 5,320,324,1665.822785,1668,"4-tert-Octylphenol, TMS derivative",823,934,1631,C17H30OSi,C14H22O,,278,TRUE,FALSE,
893,20200803_0949_blob_893_,caice_ssa_final_0805_0949,Sugar 5,308,310,1667.088608,1668,"4-tert-Octylphenol, TMS derivative",784,905,1631,C17H30OSi,C14H22O,,278,TRUE,FALSE,
453,20200803_1535_blob_453_,caice_ssa_final_0803_1535,"Tartaric acid, 4TMS",306,468,1659.493671,1659,"Cyclooctasiloxane, hexadecamethyl-",818,867,1704,C16H48O8Si8,C16H48O8Si8,,592,TRUE,FALSE,kovats might be a bit off
1,20200803_1535_blob_1_,caice_ssa_final_0803_1535,"Tartaric acid, 4TMS",331,481,1660.759494,1659,"Cyclooctasiloxane, hexadecamethyl-",803,845,1704,C16H48O8Si8,C16H48O8Si8,,592,TRUE,FALSE,"Note that this is a siloxane, wirtd structure not in ES at all"
894,20200803_1535_blob_894_,caice_ssa_final_0803_1535,"12-OH C18 Acid, TMS",370,400,2470.27027,2471,Phorbol,740,750,,C20H28O6,,,364,TRUE,TRUE,
867,20200803_1535_blob_867_,caice_ssa_final_0803_1535,"12-OH C18 Acid, TMS",17,406,2457.657658,2471,Phorbol,739,747,,C20H28O6,,,364,TRUE,TRUE,
864,20200803_1535_blob_864_,caice_ssa_final_0803_1535,"12-OH C18 Acid, TMS",261,415,2463.063063,2471,"Cholan-24-oic acid, 3-oxo-, methyl ester, (5α)-",637,682,,C25H40O3,,,388,TRUE,TRUE,
890,20200803_1535_blob_890_,caice_ssa_final_0803_1535,2-(methylmercapto)benzothiazole,298,304,1639.240506,1637,(2-(4-Isopropylphenyl)propan-2-ylperoxy)trimethylsilane,730,742,,C15H26O2Si,,,266,TRUE,TRUE,
1140,20200803_0949_blob_1140_,caice_ssa_final_0805_0949,2-(methylmercapto)benzothiazole,263,305,1641.772152,1637,"12-Oxatetracyclo[5.2.1.1(2,6).1(8,11)]dodecan-3-ol-10-one acetate",616,633,,C13H16O4,,,236,TRUE,TRUE,
752,20200803_1535_blob_752_,caice_ssa_final_0803_1535,2-(methylmercapto)benzothiazole,0,774,1840.277778,1637,2-(Methylthio)phenyl isothiocyanate,595,798,,C8H7NS2,,,181,TRUE,TRUE,
793,20200803_0949_blob_793_,caice_ssa_final_0805_0949,20200803_1919_blob_566,437,498,2080,2078,"2-[5-(2,2-Dimethyl-6-methylene-cyclohexyl)-3-methyl-pent-2-enyl]-[1,4]benzoquinone",713,764,,C21H28O2,,,312,TRUE,TRUE,
1040,20200803_1535_blob_1040_,caice_ssa_final_0803_1535,20200803_1919_blob_566,421,515,2073.282443,2078,"α-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(butylboronate)",647,711,,C17H34B2O6Si,,,384,TRUE,TRUE,
3,20200803_1535_blob_3_fb,caice_ssa_final_0803_1535,20200803_1919_blob_567,886,886,1492.655367,1493,"Cycloheptasiloxane, tetradecamethyl-",781,782,1502,C14H42O7Si7,,,518,TRUE,TRUE,"note- siloxane, not in index, might need to be removed"
666,20200803_1535_blob_666_oil,caice_ssa_final_0803_1535,20200803_1919_blob_572,688,757,2280,2278,"Hexadecanoic acid, (2-phenyl-1,3-dioxolan-4-yl)methyl ester, cis-",668,678,,C26H42O4,,,418,TRUE,TRUE,
816,20200803_0949_blob_816_,caice_ssa_final_0805_0949,20200803_1919_blob_572,497,564,2278.991597,2278,"1H-2,8a-Methanocyclopenta[a]cyclopropa[e]cyclodecen-11-one, 1a,2,5,5a,6,9,10,10a-octahydro-5,5a,6-trihydroxy-1,4-bis(hydroxymethyl)-1,7,9-trimethyl-, [1S-(1α,1aα,2α,5ß,5aß,6ß,8aα,9α,10aα)]-",580,595,,C20H28O6,,,364,TRUE,TRUE,
731,20200803_1535_blob_731_,caice_ssa_final_0803_1535,20200803_1919_blob_574,226,462,2044.274809,2053,"1H-Naphtho[2,1-b]pyran, 3-ethenyldodecahydro-3,4a,7,7,10a-pentamethyl-, [3R-(3α,4aß,6aα,10aß,10bα)]-",795,880,1992,C20H34O,,,290,TRUE,TRUE,RI might be off
1080,20200803_1535_blob_1080_,caice_ssa_final_0803_1535,20200803_1919_blob_574,254,414,2045.801527,2053,"2,6-Dimethyldibenzothiophene",720,857,,C14H12S,,,212,TRUE,TRUE,
