BlobID,Compound.Name,Library.Name,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Formula_Underivitized_forMod,Cstar_Cat,Library.Molecular.Weight_NISTmain,Model_Quant,Model_Properties,Notes
954,20200803_0949_blob_954_,caice_ssa_final_0805_0949,C7 acid,378,452,1783.544304,,"7-Oxabicyclo[4.1.0]heptane, 2,2,6-trimethyl-1-(3-methyl-1,3-butadienyl)-5-methylene-",701,762,,C15H22O,,,218,TRUE,TRUE,
682,20200803_1535_blob_682_,caice_ssa_final_0803_1535,C7 acid,321,331,1952.777778,,"Cyclohexanol, 5-methyl-2-(1-methyl-1-phenylethyl)-",699,751,,C16H24O,,,232,TRUE,TRUE,
838,20200803_1535_blob_838_,caice_ssa_final_0803_1535,C7 acid,308,412,2258.333333,,"Benzo[b]dihydropyran, 6-hydroxy-4,4,5,7,8-pentamethyl-",699,777,,C14H20O2,,,220,TRUE,TRUE,
978,20200803_0949_blob_978_,caice_ssa_final_0805_0949,C7 acid,541,651,2040,,"Palmitic Acid, TMS derivative",697,741,2050,C19H40O2Si,,,328,TRUE,TRUE,
978,20200803_1535_blob_978_,caice_ssa_final_0803_1535,C7 acid,339,403,1877.777778,,6-Nitro-1-methyl-3-acetylindole,693,830,,C11H10N2O3,,,218,TRUE,TRUE,
899,20200803_1535_blob_899_,caice_ssa_final_0803_1535,C7 acid,323,420,2271.666667,,"3,12-Oleandione",692,692,,C30H48O2,,,440,TRUE,TRUE,
1160,20200803_1535_blob_1160_,caice_ssa_final_0803_1535,C7 acid,393,507,2012.21374,,"10,12,14-Nonacosatriynoic acid",691,696,,C29H46O2,,,426,TRUE,TRUE,
696,20200803_1535_blob_696_oil,caice_ssa_final_0803_1535,C7 acid,334,429,2363.333333,,"3,4,7,8-Tetraazatricyclo[4.2.2.0(1,5)]dec-9-ene-3,4:7,8-bis(N-methyldicarboximide), 2,2-diphenyl-",691,694,,C24H20N6O4,,,456,TRUE,TRUE,
1166,20200803_1535_blob_1166_,caice_ssa_final_0803_1535,C7 acid,329,446,2039.694656,,α-N-Normethadol,690,694,,C20H27NO,,,297,TRUE,TRUE,
1256,20200803_1535_blob_1256_,caice_ssa_final_0803_1535,C7 acid,391,490,1980.555556,,"α-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",689,731,,C13H26BNO6Si,,,331,TRUE,TRUE,
912,20200803_1535_blob_912_,caice_ssa_final_0803_1535,C7 acid,346,508,1911.111111,,"Cyclohexane, 1,1-dimethyl-3-methylene-2-[3-(t-butyldimethylsilyloxy)-2-propenyl)-, (Z)-",689,706,,C18H34OSi,,,294,TRUE,TRUE,
802,20200803_1535_blob_802_,caice_ssa_final_0803_1535,C7 acid,309,418,2286.666667,,Phorbol,689,690,,C20H28O6,,,364,TRUE,TRUE,
2342,20200803_0949_blob_2342_,caice_ssa_final_0805_0949,C7 acid,336,397,1287.542428,,"2-Hexenoic acid, (E)-, TMS derivative",686,740,,C9H18O2Si,,,186,TRUE,TRUE,
1033,20200803_1535_blob_1033_,caice_ssa_final_0803_1535,C7 acid,397,456,1965.277778,,"10,12,14-Nonacosatriynoic acid",685,687,,C29H46O2,,,426,TRUE,TRUE,
886,20200803_1535_blob_886_,caice_ssa_final_0803_1535,C7 acid,360,456,2137.40458,,"2-Cyclohexene-1-carboxylic acid, 2-(7-hydroxy-3-methyl-1,3-octadienyl)-1,3-dimethyl-4-oxo-, methyl ester, [R-[R*,S*-(E,E)]]-",684,730,,C19H28O4,,,320,TRUE,TRUE,
723,20200803_1535_blob_723_oil,caice_ssa_final_0803_1535,C7 acid,342,422,2288.333333,,"E,E,Z-1,3,12-Nonadecatriene-5,14-diol",683,716,,C19H34O2,,,294,TRUE,TRUE,
837,20200803_1535_blob_837_,caice_ssa_final_0803_1535,C7 acid,309,404,2241.666667,,"Phenanthrene, 2,3,5-trimethyl-",682,812,,C17H16,,,220,TRUE,TRUE,
962,20200803_1535_blob_962_,caice_ssa_final_0803_1535,C7 acid,308,378,2484.684685,,"4-O-Methyl-12b,13,20-triacetoxy-2,9-dihydroxy-3a-carboxy-2,3-seco-tigla-1(10),6-diene-3,9-lactone",681,685,,C27H36O10,,,520,TRUE,TRUE,
914,20200803_1535_blob_914_,caice_ssa_final_0803_1535,C7 acid,407,479,1888.888889,,"1,1-Diphenyl-4-phenylthiobut-3-en-1-ol",680,707,,C22H20OS,,,332,TRUE,TRUE,
1362,20200803_1535_blob_1362_,caice_ssa_final_0803_1535,C7 acid,293,363,2109.923664,,"Propanoic acid, 2-methyl-3-[4-t-butyl]phenyl-",679,699,,C14H20O2,,,220,TRUE,TRUE,
1200,20200803_1535_blob_1200_,caice_ssa_final_0803_1535,C7 acid,344,403,2952.57732,,"Cholest-5-en-3-ol (3ß)-, tetradecanoate",678,735,,C41H72O2,,,596,TRUE,TRUE,
851,20200803_1535_blob_851_,caice_ssa_final_0803_1535,C7 acid,313,429,2135.877863,,"1,3-Diphenyl-3-methylcyclopropene",677,790,,C16H14,,,206,TRUE,TRUE,
1037,20200803_1535_blob_1037_,caice_ssa_final_0803_1535,C7 acid,342,364,2187.78626,,Dicyclohexylsulphide,676,826,,C12H22S,,,198,TRUE,TRUE,
1028,20200803_1535_blob_1028_,caice_ssa_final_0803_1535,C7 acid,375,450,1902.777778,,"Oxiranedodecanoic acid, 3-octyl-, cis-",675,688,,C22H42O3,,,354,TRUE,TRUE,
868,20200803_1535_blob_868_,caice_ssa_final_0803_1535,C7 acid,313,416,2251.666667,,"Benzo[b]dihydropyran, 6-hydroxy-4,4,5,7,8-pentamethyl-",675,758,,C14H20O2,,,220,TRUE,TRUE,
1405,20200803_1535_blob_1405_,caice_ssa_final_0803_1535,C7 acid,400,436,1791.139241,,"1(2H)-Naphthalenone, 3,4-dihydro-4,5,6-trimethyl-",674,723,,C13H16O,,,188,TRUE,TRUE,
1184,20200803_1535_blob_1184_,caice_ssa_final_0803_1535,C7 acid,388,487,1902.777778,,"10,12,14-Nonacosatriynoic acid",674,676,,C29H46O2,,,426,TRUE,TRUE,
904,20200803_0949_blob_904_,caice_ssa_final_0805_0949,C7 acid,325,460,2041.538462,,"Heptasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13-tetradecamethyl-",673,762,,C14H44O6Si7,,,504,TRUE,TRUE,
833,20200803_1535_blob_833_,caice_ssa_final_0803_1535,C7 acid,305,419,2167.938931,,"Benzo[b]dihydropyran, 6-hydroxy-4,4,5,7,8-pentamethyl-",673,757,,C14H20O2,,,220,TRUE,TRUE,
736,20200803_1535_blob_736_,caice_ssa_final_0803_1535,C7 acid,290,410,2166.412214,,"Bi-1-cyclohexen-1-yl, 3,3,3',3',5,5,5',5'-octamethyl-",673,719,,C20H34,,,274,TRUE,TRUE,
928,20200803_0949_blob_928_,caice_ssa_final_0805_0949,C7 acid,507,556,1952.112676,,"Linolool oxide, (Z)-, TMS derivative",670,819,,C13H26O2Si,,,242,TRUE,TRUE,
1001,20200803_1535_blob_1001_,caice_ssa_final_0803_1535,C7 acid,378,454,1970.833333,,"α-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic butylboronate",669,681,,C17H37BO6Si2,,,404,TRUE,TRUE,
1067,20200803_1535_blob_1067_,caice_ssa_final_0803_1535,C7 acid,374,434,1994.444444,,"1-Naphthol, 2,5,8-trimethyl-",668,778,,C13H14O,,,186,TRUE,TRUE,
940,20200803_1535_blob_940_,caice_ssa_final_0803_1535,C7 acid,368,489,2128.244275,,"(22S)-6α,11ß,21-Trihydroxy-16α,17α-propylmethylenedioxypregna-1,4-diene-3,20-dione",668,670,,C25H34O7,,,446,TRUE,TRUE,
663,20200803_1535_blob_663_,caice_ssa_final_0803_1535,C7 acid,310,405,1965.277778,,"2,4,6-Cycloheptatrien-1-one, 3,5-bis-trimethylsilyl-",668,697,,C13H22OSi2,,,250,TRUE,TRUE,
909,20200803_1535_blob_909_,caice_ssa_final_0803_1535,C7 acid,315,408,2178.625954,,"Bi-1-cyclohexen-1-yl, 3,3,3',3',5,5,5',5'-octamethyl-",667,768,,C20H34,,,274,TRUE,TRUE,
2405,20200803_0949_blob_2405_,caice_ssa_final_0805_0949,C7 acid,565,572,1333.290656,,"2-Hydroxyisocaproic acid, TMS derivative",665,673,,C9H20O3Si,,,204,TRUE,TRUE,
636,20200803_0949_blob_636_,caice_ssa_final_0805_0949,C7 acid,412,521,1881.690141,,Epistephamiersine,665,765,,C21H27NO6,,,389,TRUE,TRUE,
740,20200803_1535_blob_740_,caice_ssa_final_0803_1535,C7 acid,330,485,2067.175573,,"6,7-Dimethylthieno[2,3-b]quinolin-3-ylamine",665,706,,C13H12N2S,,,228,TRUE,TRUE,
1852,20200803_0949_blob_1852_,caice_ssa_final_0805_0949,C7 acid,487,495,1295.246671,,"2-Oxovaleric acid, TBDMS derivative",664,669,,C11H22O3Si,,,230,TRUE,TRUE,
1096,20200803_1535_blob_1096_,caice_ssa_final_0803_1535,C7 acid,339,395,2047.328244,,"Cholesta-4,6-dien-3-ol, (3ß)-",664,726,,C27H44O,,,384,TRUE,TRUE,
620,20200803_0949_blob_620_,caice_ssa_final_0805_0949,C7 acid,454,522,1945.070423,,"Linolool oxide, (E)-, TMS derivative",663,844,,C13H26O2Si,,,242,TRUE,TRUE,
1069,20200803_1535_blob_1069_,caice_ssa_final_0803_1535,C7 acid,459,519,1840.277778,,tert-Hexadecanethiol,662,675,,C16H34S,,,258,TRUE,TRUE,
939,20200803_1535_blob_939_,caice_ssa_final_0803_1535,C7 acid,371,504,1941.666667,,"9,19-Cyclochloestene-3,7-diol, 4,14-dimethyl-, 3-acetate",661,676,,C31H52O3,,,472,TRUE,TRUE,
676,20200803_1535_blob_676_,caice_ssa_final_0803_1535,C7 acid,309,455,2164.885496,,"Thiourea, 1-(2-chlorophenyl)-3-(pyridin-3-yl)-",661,684,,C12H10ClN3S,,,263,TRUE,TRUE,
869,20200803_0949_blob_869_,caice_ssa_final_0805_0949,C7 acid,468,549,2050.769231,,"10,12-Docosadiynedioic acid, 2TMS derivative",658,667,,C28H50O4Si2,,,506,TRUE,TRUE,
947,20200803_0949_blob_947_,caice_ssa_final_0805_0949,C7 acid,450,506,1730.379747,,"Formic acid, 2-bromomethyl-4,4-dimethyl-3-(3-oxobut-1-enyl)cyclohex-2-enyl ester",658,684,,C14H19BrO3,,,314,TRUE,TRUE,
914,20200803_0949_blob_914_,caice_ssa_final_0805_0949,C7 acid,379,456,2130.769231,,"Pentacyclo[9.1.0.0(2,4).0(5,7).0(8,10)]dodecane, 3,3,6,6,9,9,12,12-octamethyl-, anti,syn,anti-",658,738,,C20H32,,,272,TRUE,TRUE,
863,20200803_1535_blob_863_,caice_ssa_final_0803_1535,C7 acid,305,411,2228.333333,,"Phenanthrene, 2,3,5-trimethyl-",658,813,,C17H16,,,220,TRUE,TRUE,
920,20200803_0949_blob_920_,caice_ssa_final_0805_0949,C7 acid,393,447,1888.732394,,"Eicosanoic acid, 2,3-bis(acetyloxy)propyl ester",657,770,,C27H50O6,,,470,TRUE,TRUE,
907,20200803_1535_blob_907_,caice_ssa_final_0803_1535,C7 acid,358,480,2148.091603,,"α-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(butylboronate)",655,681,,C17H34B2O6Si,,,384,TRUE,TRUE,
957,20200803_1535_blob_957_,caice_ssa_final_0803_1535,C7 acid,424,449,2065.648855,,1-Methoxy-3-(trimethylsilyloxymethyl)nonane,654,701,,C14H32O2Si,,,260,TRUE,TRUE,
871,20200803_0949_blob_871_,caice_ssa_final_0805_0949,C7 acid,423,456,1358.761496,,"Uridine, 5-chloro-2'-desoxytris-O-(trimethylsilyl)-",654,654,,C18H35ClN2O5Si3,,,478,TRUE,TRUE,
1472,20200803_1535_blob_1472_,caice_ssa_final_0803_1535,C7 acid,336,408,2929.896907,,"Cholesta-4,6-dien-3-ol, (3ß)-",653,736,,C27H44O,,,384,TRUE,TRUE,
878,20200803_1535_blob_878_,caice_ssa_final_0803_1535,C7 acid,309,406,2149.618321,,"Bi-1-cyclohexen-1-yl, 3,3,3',3',5,5,5',5'-octamethyl-",653,751,,C20H34,,,274,TRUE,TRUE,
895,20200803_1535_blob_895_,caice_ssa_final_0803_1535,C7 acid,345,444,1908.333333,,"B(9a)-Homo-19-norpregna-9(11),9a,16-trien-20-one, 3-(dimethylamino)-4,4,14-trimethyl-, (3ß,5α)-",651,656,,C26H39NO,,,381,TRUE,TRUE,
861,20200803_0949_blob_861_,caice_ssa_final_0805_0949,C7 acid,345,445,1753.164557,,"4-(3-Hydroxy-2,2,6-trimethyl-7-oxa-bicyclo[4.1.0]hept-1-yl)-but-3-en-2-one",649,683,,C13H20O3,,,224,TRUE,TRUE,
1057,20200803_0949_blob_1057_,caice_ssa_final_0805_0949,C7 acid,393,448,1945.070423,,"2,2-Dimethyl-6-methylene-1-[3,5-dihydroxy-1-pentenyl]cyclohexan-1-perhydrol",648,666,,C14H24O4,,,256,TRUE,TRUE,
783,20200803_0949_blob_783_,caice_ssa_final_0805_0949,C7 acid,344,460,2287.394958,,"1-Hydroxy-2-methylanthraquinone, TMS derivative",648,908,,C18H18O3Si,,,310,TRUE,TRUE,
1219,20200803_1535_blob_1219_,caice_ssa_final_0803_1535,C7 acid,354,408,1830.555556,,"Benzene, 1,2,3,4-tetramethyl-4-(1-methylethenyl)-",647,717,,C13H18,,,174,TRUE,TRUE,
1134,20200803_1535_blob_1134_,caice_ssa_final_0803_1535,C7 acid,343,423,2213.333333,,"Methyl (1-O-retinyl-2,3,4-triacetyl-ß-D-glucopyran)uronate",646,653,,C33H46O10,,,602,TRUE,TRUE,
1110,20200803_1535_blob_1110_,caice_ssa_final_0803_1535,C7 acid,471,617,1840.277778,,"18-Hydroxy-10-pentyl-11-oxa-1,5-dithia-spiro[5.13]nonadec-15-yn-12-one",645,660,,C21H34O3S2,,,398,TRUE,TRUE,
892,20200803_1535_blob_892_,caice_ssa_final_0803_1535,C7 acid,370,509,2097.709924,,"Chromone, 5-hydroxy-6,7,8-trimethoxy-2,3-dimethyl-",645,673,,C14H16O6,,,280,TRUE,TRUE,
951,20200803_1535_blob_951_,caice_ssa_final_0803_1535,C7 acid,411,447,1972.222222,,"3-Octen-2-ol, (E)-, TMS derivative",644,754,,C11H24OSi,,,200,TRUE,TRUE,
1712,20200803_0949_blob_1712_,caice_ssa_final_0805_0949,C7 acid,290,348,1307.819815,,3-Dibenzofuranamine,644,781,,C12H9NO,,,183,TRUE,TRUE,
1183,20200803_0949_blob_1183_,caice_ssa_final_0805_0949,C7 acid,473,561,1926.760563,,"10,12-Docosadiynedioic acid, 2TMS derivative",643,653,,C28H50O4Si2,,,506,TRUE,TRUE,
695,20200803_0949_blob_695_,caice_ssa_final_0805_0949,C7 acid,374,461,1963.380282,,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",643,732,,C18H34OSi,,,294,TRUE,TRUE,
2009,20200803_0949_blob_2009_,caice_ssa_final_0805_0949,C7 acid,272,328,1230.188618,,"Hymexazole, tert-butyldimethylsilyl ether",643,654,,C10H19NO2Si,,,213,TRUE,TRUE,
1061,20200803_0949_blob_1061_,caice_ssa_final_0805_0949,C7 acid,399,459,1932.394366,,"2,5-Octadecadiynoic acid, methyl ester",642,716,,C19H30O2,,,290,TRUE,TRUE,
891,20200803_1535_blob_891_,caice_ssa_final_0803_1535,C7 acid,354,482,1965.277778,,"1,4-Bis-(3,3-dimethyl-but-1-ynyl)-2,6,6-trimethyl-cyclohex-2-ene-1,4-diol",640,646,,C21H32O2,,,316,TRUE,TRUE,
1011,20200803_0949_blob_1011_,caice_ssa_final_0805_0949,C7 acid,378,509,1845.070423,,"1-Cyclopenten-3-one, 1-(3-methoxy-1-(E)-octenyl)-2-trimethylsilyl-",637,672,,C17H30O2Si,,,294,TRUE,TRUE,
1055,20200803_0949_blob_1055_,caice_ssa_final_0805_0949,C7 acid,436,503,1595.454545,,"α-D-Glucopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",635,649,,C14H31BO6Si2,,,362,TRUE,TRUE,
796,20200803_0949_blob_796_,caice_ssa_final_0805_0949,C7 acid,335,460,2463.636364,,"Thiourea, 1-(2-chlorophenyl)-3-(pyridin-3-yl)-",635,672,,C12H10ClN3S,,,263,TRUE,TRUE,
959,20200803_1535_blob_959_,caice_ssa_final_0803_1535,C7 acid,313,399,2571.171171,,"1-Hydroxy-2-(2,3,4,6-tetra-O-acetyl-beta-d-glucopyranosyl)-9H-xanthene-3,6,7-triyl triacetate",635,635,,C33H34O18,,,718,TRUE,TRUE,
1163,20200803_1535_blob_1163_,caice_ssa_final_0803_1535,C7 acid,368,443,1884.722222,,"1,3-Xylyl-18-crown-5, 2-(9-borabicyclo[3.3.1]non-9-yl)-",634,646,,C24H37BO5,,,416,TRUE,TRUE,
745,20200803_1535_blob_745_,caice_ssa_final_0803_1535,C7 acid,405,420,1440.677966,,"1,3-Diisobutyrin, TMS derivative",633,697,,C14H28O5Si,,,304,TRUE,TRUE,
699,20200803_0949_blob_699_,caice_ssa_final_0805_0949,C7 acid,369,382,2107.692308,,"1-Butanol, 4-(hexyloxy)-",633,804,,C10H22O2,,,174,TRUE,TRUE,
635,20200803_0949_blob_635_,caice_ssa_final_0805_0949,C7 acid,353,486,1995.774648,,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",633,690,,C18H34OSi,,,294,TRUE,TRUE,
1089,20200803_0949_blob_1089_,caice_ssa_final_0805_0949,C7 acid,320,464,1949.295775,,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",633,720,,C16H50O7Si8,,,578,TRUE,TRUE,
1043,20200803_1535_blob_1043_,caice_ssa_final_0803_1535,C7 acid,312,402,2310,,"4,4,6a,6b,8a,11,12,14b-Octamethyl-docosahydropicene-3,13-diol",633,670,,C30H52O2,,,444,TRUE,TRUE,
1105,20200803_0949_blob_1105_,caice_ssa_final_0805_0949,C7 acid,407,496,1791.139241,,"19-Norandrosterone, 2TMS derivative",632,657,,C24H44O2Si2,,,420,TRUE,TRUE,
1031,20200803_1535_blob_1031_,caice_ssa_final_0803_1535,C7 acid,357,416,1805.555556,,"1-(3-Hydroxypropyl)-5,5,8a-trimethyldecahydronaphthalen-2-ol",628,656,,C16H30O2,,,254,TRUE,TRUE,
1004,20200803_0949_blob_1004_,caice_ssa_final_0805_0949,C7 acid,376,547,2012.307692,,"Methyl glycocholate, 3TMS derivative",626,660,,C36H69NO6Si3,,,695,TRUE,TRUE,
1072,20200803_0949_blob_1072_,caice_ssa_final_0805_0949,C7 acid,403,497,2018.461538,,"2-Cyclohexene-1-carboxylic acid, 1,3-dimethyl-2-(3-methyl-7-oxo-1,3-octadienyl)-4-oxo-, methyl ester, (+)-",624,647,,C19H26O4,,,318,TRUE,TRUE,
1000,20200803_1535_blob_1000_,caice_ssa_final_0803_1535,C7 acid,408,444,1875,,Melezitose,623,666,,C18H32O16,,,504,TRUE,TRUE,
980,20200803_0949_blob_980_,caice_ssa_final_0805_0949,C7 acid,362,450,1971.830986,,"Acetamide, N-methyl-N-[4-[2-acetoxymethyl-1-pyrrolidyl]-2-butynyl]-",623,649,,C14H22N2O3,,,266,TRUE,TRUE,
1451,20200803_0949_blob_1451_,caice_ssa_final_0805_0949,C7 acid,303,362,1933.802817,,"4-Butylbenzoic acid, 2-bromo-4-fluorophenyl ester",623,662,,C17H16BrFO2,,,350,TRUE,TRUE,
1168,20200803_0949_blob_1168_,caice_ssa_final_0805_0949,C7 acid,476,568,1593.181818,,"p-Hydroxydiisopropylbenzene, TMS derivative",621,649,,C15H26OSi,,,250,TRUE,TRUE,
958,20200803_0949_blob_958_,caice_ssa_final_0805_0949,C7 acid,377,514,1922.535211,,"Acetic acid, 17-(1-acetoxy-ethyl)-10,13-dimethyl-3-oxo-2,3,8,9,10,11,12,13,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-11-yl (ester)",619,620,,C25H34O5,,,414,TRUE,TRUE,
805,20200803_0949_blob_805_,caice_ssa_final_0805_0949,C7 acid,487,536,2268.907563,,"2-methylidene-6,10,14-trimethylpen2-methylidene-6,10,14-trimethylpentadecanoic acid silylated",617,664,,C22H44O2Si,,,368,TRUE,TRUE,
993,20200803_0949_blob_993_,caice_ssa_final_0805_0949,C7 acid,388,457,1845.070423,,"9-Octadecenoic acid, (2-phenyl-1,3-dioxolan-4-yl)methyl ester, trans-",617,627,,C28H44O4,,,444,TRUE,TRUE,
1815,20200803_0949_blob_1815_,caice_ssa_final_0805_0949,C7 acid,371,430,2092.307692,,"2-[4-methyl-6-(2,6,6-trimethylcyclohex-1-enyl)hexa-1,3,5-trienyl]cyclohex-1-en-1-carboxaldehyde",615,616,,C23H32O,,,324,TRUE,TRUE,
1130,20200803_1535_blob_1130_,caice_ssa_final_0803_1535,C7 acid,340,448,2283.333333,,"Azuleno[4,5-b]furan-2(3H)-one, 9a-[(acetyloxy)methyl]decahydro-6a,9-dihydroxy-6-methyl-3-methylene-, [3aS-(3aα,6ß,6aα,9ß,9aß,9bα)]-",615,643,,C17H24O6,,,324,TRUE,TRUE,
952,20200803_0949_blob_952_,caice_ssa_final_0805_0949,C7 acid,426,457,1966.197183,,1-Methoxy-3-(trimethylsilyloxymethyl)nonane,614,669,,C14H32O2Si,,,260,TRUE,TRUE,
929,20200803_0949_blob_929_,caice_ssa_final_0805_0949,C7 acid,410,510,1926.760563,,"3-Hydroxy-7-isopropenyl-1,4a-dimethyl-2,3,4,4a,5,6,7,8-octahydro-2-naphthalenyl acetate, TBDMS derivative",614,634,,C23H40O3Si,,,392,TRUE,TRUE,
960,20200803_0949_blob_960_,caice_ssa_final_0805_0949,C7 acid,434,509,2015.384615,,"Linolool oxide, (Z)-, TMS derivative",611,813,,C13H26O2Si,,,242,TRUE,TRUE,
966,20200803_0949_blob_966_,caice_ssa_final_0805_0949,C7 acid,395,537,2087.692308,,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",608,668,,C18H34OSi,,,294,TRUE,TRUE,
1433,20200803_0949_blob_1433_,caice_ssa_final_0805_0949,C7 acid,317,418,1926.760563,,"ß-Carboline, 1-methyl-7-(methylamino)formyloxy-",606,652,,C14H13N3O2,,,255,TRUE,TRUE,
814,20200803_0949_blob_814_,caice_ssa_final_0805_0949,C7 acid,359,498,1969.014085,,"Anthacene, 1,2,3,4,6,7,8,9-octahydro-2,2,5-trimethyl-",605,639,,C17H24,,,228,TRUE,TRUE,
1112,20200803_1535_blob_1112_,caice_ssa_final_0803_1535,C7 acid,381,488,2047.328244,,"6,7-Dimethylthieno[2,3-b]quinolin-3-ylamine",602,705,,C13H12N2S,,,228,TRUE,TRUE,
966,20200803_1535_blob_966_,caice_ssa_final_0803_1535,C7 acid,373,480,1936.111111,,"3-Hydroxy-4-decenoic acid, 9-(tetrahydropyran-2-yl)oxy-, 2-(trimethylsilyl)ethyl ester",600,619,,C20H38O5Si,,,386,TRUE,TRUE,
704,20200803_0949_blob_704_,caice_ssa_final_0805_0949,C7 acid,400,474,2093.846154,,"3-Hydroxy-2,5,5,8a-tetramethyl-3,4,4a,5,6,7,8,8a-octahydronaphthalene-1-carboxylic acid, 2-trimethylsilylethyl ester",597,605,,C20H36O3Si,,,352,TRUE,TRUE,
1214,20200803_0949_blob_1214_,caice_ssa_final_0805_0949,C7 acid,380,482,1940.84507,,"α-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(butylboronate)",595,642,,C17H34B2O6Si,,,384,TRUE,TRUE,
1177,20200803_0949_blob_1177_,caice_ssa_final_0805_0949,C7 acid,380,432,2166.153846,,"1-Octanol, 3-(2-methoxyethyl)-, TMS derivative",594,676,,C14H32O2Si,,,260,TRUE,TRUE,
998,20200803_0949_blob_998_,caice_ssa_final_0805_0949,C7 acid,376,529,2138.461538,,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",591,633,,C18H34OSi,,,294,TRUE,TRUE,
1733,20200803_0949_blob_1733_,caice_ssa_final_0805_0949,C7 acid,308,370,2084.615385,,"2-Methyl-E,E-3,13-octadecadien-1-ol",584,627,,C19H36O,,,280,TRUE,TRUE,
1243,20200803_0949_blob_1243_,caice_ssa_final_0805_0949,C7 acid,452,516,1750.632911,,"α-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(methylboronate)",577,600,,C11H22B2O6Si,,,300,TRUE,TRUE,
863,20200803_0949_blob_863_,caice_ssa_final_0805_0949,C7 acid,371,487,1894.366197,,"6,7-Dimethylthieno[2,3-b]quinolin-3-ylamine",575,652,,C13H12N2S,,,228,TRUE,TRUE,
1161,20200803_0949_blob_1161_,caice_ssa_final_0805_0949,C7 acid,363,476,2346.218487,,"1-Naphthalenepentanoic acid, 1,4,4a,5,6,7,8,8a-octahydro-ß,2,5,5,8a-pentamethyl-, methyl ester, [1S-[1α(R*),4aß,8aα]]-",575,608,,C21H36O2,,,320,TRUE,TRUE,
829,20200803_0949_blob_829_,caice_ssa_final_0805_0949,C7 acid,326,475,1857.746479,,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",574,669,,C16H50O7Si8,,,578,TRUE,TRUE,
1355,20200803_0949_blob_1355_,caice_ssa_final_0805_0949,C7 acid,333,457,1679.746835,,"Ethanol, 2-(methylamino)-, N-trifluoroacetyl, O-(tert-butyldimethylsilyl)",573,629,,C11H22F3NO2Si,,,285,TRUE,TRUE,
1956,20200803_0949_blob_1956_,caice_ssa_final_0805_0949,C7 acid,276,394,2187.692308,,2-Bromo-3-methylnaphthoquinone,573,653,,C11H7BrO2,,,250,TRUE,TRUE,
1220,20200803_0949_blob_1220_,caice_ssa_final_0805_0949,C7 acid,308,380,2619.417476,,"1-Oxaspiro[2.5]octane, 5,5-dimethyl-4-(3-methyl-1,3-butadienyl)-",572,654,,C14H22O,,,206,TRUE,TRUE,
1025,20200803_0949_blob_1025_,caice_ssa_final_0805_0949,C7 acid,502,593,1669.620253,,"10-Undecen-1-ol, TMS derivative",571,677,,C14H30OSi,,,242,TRUE,TRUE,
2201,20200803_0949_blob_2201_,caice_ssa_final_0805_0949,C7 acid,419,483,1389.083926,,"2,3-Butanediol, O-(trimethylsilyl)-, monoacetate",569,740,,C9H20O3Si,,,204,TRUE,TRUE,
1360,20200803_0949_blob_1360_,caice_ssa_final_0805_0949,C7 acid,399,488,1746.835443,,"10,12-Docosadiynedioic acid, 2TMS derivative",567,583,,C28H50O4Si2,,,506,TRUE,TRUE,
1677,20200803_0949_blob_1677_,caice_ssa_final_0805_0949,C7 acid,234,328,2218.487395,,"4,6-Bis(t-butyl)-2-(dimethylbenzyl)phenol",555,576,,C23H32O,,,324,TRUE,TRUE,
1375,20200803_0949_blob_1375_,caice_ssa_final_0805_0949,C7 acid,336,453,1569.318182,,"t-Butyl-[2-(2,2-dimethyl-6-methylene-cyclohexylmethyl)-cyclopropoxy]-dimethyl-silane",552,604,,C19H36OSi,,,308,TRUE,TRUE,
